# MEAN_SAMPLE_SIZE = 27518
# TOTAL_GENES = 19798
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_valin...1         SET      11      -0.2695   -0.0063509      0.26194      0.84822 Curated_gene_sets:kegg_valine_leucine_and_isoleucine_biosynthesis
Curated_gene_sets:kegg_lysin...          SET      44       0.1287    0.0060605      0.13182      0.16447 Curated_gene_sets:kegg_lysine_degradation
Curated_gene_sets:kegg_argin...          SET      54    -0.087375   -0.0045571      0.12366      0.76008 Curated_gene_sets:kegg_arginine_and_proline_metabolism
Curated_gene_sets:kegg_histi...          SET      29     0.047023    0.0017984      0.19465      0.40456 Curated_gene_sets:kegg_histidine_metabolism
Curated_gene_sets:kegg_tyros...          SET      41     -0.15658   -0.0071183      0.15822      0.83882 Curated_gene_sets:kegg_tyrosine_metabolism
Curated_gene_sets:kegg_pheny...          SET      18     -0.32618    -0.009831      0.21538      0.93504 Curated_gene_sets:kegg_phenylalanine_metabolism
Curated_gene_sets:kegg_trypt...          SET      39      0.10232    0.0045367      0.15154      0.24978 Curated_gene_sets:kegg_tryptophan_metabolism
Curated_gene_sets:kegg_beta_...          SET      22     -0.17261   -0.0057509      0.19559      0.81125 Curated_gene_sets:kegg_beta_alanine_metabolism
Curated_gene_sets:kegg_tauri...          SET      10      0.43543    0.0097838      0.25472     0.043696 Curated_gene_sets:kegg_taurine_and_hypotaurine_metabolism
Curated_gene_sets:kegg_selen...          SET      26     -0.09202   -0.0033326      0.18818      0.68758 Curated_gene_sets:kegg_selenoamino_acid_metabolism
Curated_gene_sets:kegg_gluta...          SET      50      0.13992    0.0070231      0.13387      0.14796 Curated_gene_sets:kegg_glutathione_metabolism
Curated_gene_sets:kegg_starc...          SET      52     -0.18253   -0.0093425      0.14987      0.88836 Curated_gene_sets:kegg_starch_and_sucrose_metabolism
Curated_gene_sets:kegg_n_gly...          SET      46     0.040758    0.0019624      0.12491      0.37211 Curated_gene_sets:kegg_n_glycan_biosynthesis
Curated_gene_sets:kegg_other...          SET      16    -0.063662   -0.0018091      0.19044      0.63092 Curated_gene_sets:kegg_other_glycan_degradation
Curated_gene_sets:kegg_o_gly...          SET      30      0.20127     0.007829      0.18567      0.13919 Curated_gene_sets:kegg_o_glycan_biosynthesis
Curated_gene_sets:kegg_amino...1         SET      45     -0.10067   -0.0047943      0.13252      0.77628 Curated_gene_sets:kegg_amino_sugar_and_nucleotide_sugar_metabolism
Curated_gene_sets:kegg_glyco...5         SET      22     -0.21422   -0.0071372       0.1916      0.86822 Curated_gene_sets:kegg_glycosaminoglycan_degradation
Curated_gene_sets:kegg_glyco...2         SET      22     0.073935    0.0024633      0.18272      0.34287 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_chondroitin_sulfate
Curated_gene_sets:kegg_glyco...4         SET      15      0.11275    0.0031023      0.21148      0.29697 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_keratan_sulfate
Curated_gene_sets:kegg_glyco...3         SET      26     0.010464   0.00037895      0.19356      0.47844 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_heparan_sulfate
Curated_gene_sets:kegg_glyce...1         SET      48      0.18459    0.0090781      0.14117     0.095515 Curated_gene_sets:kegg_glycerolipid_metabolism
Curated_gene_sets:kegg_inosi...          SET      54      0.14763    0.0076996       0.1216      0.11238 Curated_gene_sets:kegg_inositol_phosphate_metabolism
Curated_gene_sets:kegg_glyco...9         SET      24      0.12261    0.0042665      0.16219      0.22484 Curated_gene_sets:kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis
Curated_gene_sets:kegg_glyce...2         SET      77    -0.056741   -0.0035318      0.10463      0.70619 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33     -0.32154    -0.013117      0.16171       0.9766 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58     -0.21084    -0.011395      0.11689      0.96436 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29     -0.21597   -0.0082598      0.17509      0.89129 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19    -0.095161   -0.0029466      0.18878      0.69289 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      39     -0.12563   -0.0055705      0.15304      0.79414 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25     -0.41427    -0.014712      0.18726      0.98652 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      14   -0.0035192  -9.3552e-05      0.22651       0.5062 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15      0.17413    0.0047913      0.22976      0.22427 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      40    -0.076953   -0.0034556      0.15895      0.68585 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16     -0.47625    -0.013534      0.20477      0.98998 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32     0.029373      0.00118      0.18195      0.43588 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      34    -0.072141   -0.0029871       0.1587      0.67529 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17     -0.30246   -0.0088594      0.22122      0.91421 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      16    -0.088852    -0.002525      0.23229      0.64895 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24     -0.33524    -0.011665      0.18615      0.96413 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16      -0.2221   -0.0063116      0.24174      0.82088 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11       0.1429    0.0033675      0.32182      0.32851 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      64      0.00519   0.00029462      0.14471       0.4857 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      41     -0.19974   -0.0090806      0.16051      0.89332 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15      0.30312    0.0083406      0.20959     0.074063 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10   -0.0057175  -0.00012847       0.2595      0.50879 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      23     -0.21929     -0.00747      0.19359      0.87133 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      13      0.21549    0.0055202      0.23365       0.1782 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      41   0.00096886   4.4046e-05       0.1304      0.49704 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      70     -0.19227    -0.011413      0.14389      0.90927 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      72    -0.019961   -0.0012016      0.14027      0.55658 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      52      0.16831    0.0086148      0.15028      0.13137 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22      0.22735    0.0075747      0.18154      0.10523 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      45       0.2354      0.01121      0.13333     0.038746 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      83    -0.037105   -0.0023975     0.091501      0.65745 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      55      0.06668    0.0035097      0.12011       0.2894 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      30     -0.01813  -0.00070523      0.15031        0.548 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      34     -0.11698   -0.0048439      0.16502      0.76081 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      36    -0.068001   -0.0028972      0.14272      0.68313 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     122     0.097998    0.0076693     0.072891      0.08941 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      47      -0.2985    -0.014527      0.12361      0.99212 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     0.087153    0.0029689      0.19146      0.32449 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      68      -0.2113    -0.012362      0.11156      0.97088 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      33      0.14353    0.0058551      0.15144      0.17164 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      44    -0.078568   -0.0036999      0.12161      0.74088 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      23    -0.091715   -0.0031243      0.18017      0.69464 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      29     -0.18996   -0.0072653       0.1717      0.86571 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13      0.60593     0.015522      0.25321    0.0083601 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     264      0.03068    0.0035191      0.05728      0.29612 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      89    -0.099317   -0.0066441      0.10261      0.83345 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     177    -0.013773   -0.0012964      0.07429      0.57354 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     257    -0.059069   -0.0066863     0.065909      0.81492 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     186    -0.011827    -0.001141     0.070215      0.56688 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      77     0.078907    0.0049115      0.11016      0.23692 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     269    -0.047735   -0.0055264     0.061273      0.78202 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     124      0.13762     0.010858      0.07855     0.039893 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     111     -0.01066  -0.00079598       0.0867      0.54893 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      68    -0.031752   -0.0018577      0.11503      0.60874 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     134    -0.024141   -0.0019794     0.075359      0.62564 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36     -0.24447    -0.010416      0.14555      0.95348 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      32      0.30151     0.012112      0.17213     0.039923 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     123    0.0020557   0.00016153      0.07641      0.48927 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     180    -0.015999   -0.0015186     0.069692      0.59079 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      78    -0.038563   -0.0024158     0.089794       0.6662 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      53    -0.077406   -0.0039997      0.12826      0.72691 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      86     -0.10499   -0.0069048      0.10047      0.85198 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      73   -0.0057182  -0.00034659      0.10547      0.52162 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     115     -0.13395     -0.01018     0.087939      0.93614 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     146     0.097625    0.0083528      0.07672      0.10161 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      24    -0.016529  -0.00057516      0.20367      0.53234 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      47    -0.030645   -0.0014914      0.13005      0.59314 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      55    -0.082117   -0.0043223      0.12651      0.74186 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      85       -0.276    -0.018046      0.10529      0.99562 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     128     0.044755    0.0035871     0.084643      0.29849 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77      0.01922    0.0011963      0.10454      0.42707 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     200    -0.065411   -0.0065412     0.067892      0.83233 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      85     -0.20329    -0.013292      0.10732       0.9709 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     128     -0.10772   -0.0086339     0.088314      0.88872 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      72      0.18025     0.010851      0.11652     0.060939 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     129     0.030489    0.0024531     0.083233      0.35707 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      90    -0.030212   -0.0020324      0.10144      0.61708 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      70     0.077541    0.0046027      0.11719      0.25409 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      80    -0.044458   -0.0028204      0.11755      0.64735 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      18      0.48349     0.014572      0.25187     0.027462 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET     103      0.10993    0.0079085       0.0951      0.12386 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      61     -0.14251   -0.0078984      0.11529      0.89179 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      68    -0.027902   -0.0016324       0.1135      0.59709 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      52     -0.02935   -0.0015022      0.12034      0.59634 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     150    -0.066373   -0.0057556     0.084895      0.78284 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      83    -0.046947   -0.0030334      0.10736      0.66904 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     132    -0.046506   -0.0037848     0.090393      0.69654 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     108    -0.047665    -0.003511     0.091827      0.69814 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      76    -0.092384    -0.005713      0.10891      0.80185 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      80     -0.12472   -0.0079121      0.10164      0.89008 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      95     0.049437    0.0034164     0.097018      0.30518 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     113    -0.025251   -0.0019023     0.087709      0.61328 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      45     -0.20453   -0.0097402      0.14084      0.92677 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13     -0.18479   -0.0047338      0.23901      0.78028 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      70       0.1226    0.0072776      0.11601       0.1453 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     126     0.090938    0.0072317     0.079554      0.12651 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      70    -0.034183    -0.002029        0.111      0.62093 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     358     -0.06651   -0.0088627     0.065234      0.84602 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      48      0.33299     0.016377      0.14966     0.013049 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     209   -0.0031837  -0.00032538     0.066221      0.51917 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     138     0.038384    0.0031935     0.082501      0.32088 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET     101    -0.049036   -0.0034936     0.090885      0.70524 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      85    -0.024504   -0.0016022      0.10038      0.59643 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET      98    0.0056982   0.00039992     0.094335      0.47592 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      67    -0.053874   -0.0031288      0.11724      0.67707 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      48      0.08914     0.004384      0.14465      0.26886 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      41    -0.047419   -0.0021557      0.17293      0.60804 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25     0.040569    0.0014408      0.18962      0.41529 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      43    -0.011346  -0.00052822      0.14946      0.53026 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      44     0.017696   0.00083334      0.13275      0.44698 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      24     -0.31256    -0.010876      0.17449      0.96336 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     159     0.060976    0.0054426     0.069926      0.19161 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     115    -0.025069   -0.0019051      0.08071      0.62195 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      52      0.16611    0.0085023      0.12402      0.09023 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     175      0.12917     0.012091     0.064682     0.022917 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      35    0.0036493   0.00015331      0.16789      0.49133 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      54    -0.040217   -0.0020976      0.12229      0.62887 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      67    -0.056571   -0.0032854       0.1108      0.69516 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      56     -0.10324   -0.0054829      0.12243      0.80045 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      68    0.0013295   7.7782e-05      0.12147      0.49563 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     321    0.0046382    0.0005858     0.054013      0.46578 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      63      0.17524      0.00987      0.12858     0.086472 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      71    -0.083921   -0.0050167      0.11218       0.7728 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      71       0.1202    0.0071857      0.11496      0.14787 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      53     0.060999     0.003152      0.13357      0.32396 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      66    -0.081555   -0.0047011      0.11736      0.75645 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      89     0.058577    0.0039187     0.099442      0.27792 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      29      0.26319     0.010066      0.17677      0.06827 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      52      0.13701    0.0070129      0.12677      0.13989 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      71      0.14785    0.0088381      0.11631      0.10185 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      42     0.066352     0.003053      0.15025      0.32938 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      74    -0.086907   -0.0053035      0.10887      0.78765 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      58     -0.15577   -0.0084192      0.12712      0.88977 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      85     -0.10876   -0.0071109       0.1009      0.85945 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      55      0.10449    0.0055001      0.13282      0.21572 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      28    -0.047786   -0.0017959      0.18968      0.59945 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      48    -0.080285   -0.0039485      0.16729      0.68435 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET     108     0.010184   0.00075015      0.10036      0.45959 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      35     -0.11186   -0.0046993      0.18458      0.72775 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      37     -0.13473    -0.005819      0.18661      0.76483 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      36     -0.19256   -0.0082041      0.15484      0.89317 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      85    -0.047629   -0.0031142      0.10025      0.68263 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      74    -0.028181   -0.0017197      0.11248      0.59891 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      91     -0.13422    -0.009079     0.096912      0.91696 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      68      0.17339     0.010145      0.12885     0.089206 Curated_gene_sets:kegg_viral_myocarditis
