GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
1	1:44190000-44200000	1:44420000-44430000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs11210907;rs10890275;rs4660259;rs4660260;rs4660743;rs55803885;rs11318191;rs7538463;rs3862228;rs147263689;rs6429637;rs11320852;rs6673970;rs11338876	NA	0
1	1:44210000-44220000	1:45120000-45130000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs59305903;rs6686238;rs201958677;rs6696529;rs6429638;rs10692321;rs2158956;rs35545005;rs28833034;rs112646031;rs7549094;rs7551551;rs7511800;rs55722803;rs56338811;rs56367078;rs56701980;rs12062824;rs6668616;rs11584382;rs6669157;rs6700256;rs6429639;rs3791042;rs3791043;rs3791044	NA	0
1	1:44220000-44230000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs6678767;rs11210912;rs61768408;rs202215468;rs11581514;rs36004035;rs11587515;rs11210913;rs11210914;rs34264939;rs72678674;rs112518613;rs7513994;rs6664485;rs6665014;rs7520053;rs201546697;rs11210915;rs7551644;rs4660261	ENSG00000117407	1
1	1:44220000-44230000	1:44420000-44430000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs6678767;rs11210912;rs61768408;rs202215468;rs11581514;rs36004035;rs11587515;rs11210913;rs11210914;rs34264939;rs72678674;rs112518613;rs7513994;rs6664485;rs6665014;rs7520053;rs201546697;rs11210915;rs7551644;rs4660261	NA	0
1	1:44230000-44240000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs56352978;rs56009633;rs3842543;rs3791046;rs11210916;rs71579310;rs6656457;rs4660745;rs11210917;rs3791047;rs7531165;rs7516647;rs11320873;rs10890280	ENSG00000117407	1
1	1:44240000-44250000	1:44370000-44380000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72678680;rs7529895;rs11587427;rs12119149;rs61768432;rs55695044;rs7543520;rs11590279;rs2158954;rs12083110;rs10890281;rs7546040;rs34427804;rs35891206;rs12354267;rs60879458;rs12760274;rs917294	NA	0
1	1:44240000-44250000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72678680;rs7529895;rs11587427;rs12119149;rs61768432;rs55695044;rs7543520;rs11590279;rs2158954;rs12083110;rs10890281;rs7546040;rs34427804;rs35891206;rs12354267;rs60879458;rs12760274;rs917294	ENSG00000117407	1
1	1:44250000-44260000	1:44230000-44240000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs35025013m;rs11577684;rs9787240;rs34224911	NA	0
1	1:44250000-44260000	1:44370000-44380000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs35025013m;rs11577684;rs9787240;rs34224911	NA	0
1	1:44250000-44260000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs35025013m;rs11577684;rs9787240;rs34224911	ENSG00000117407	1
1	1:44340000-44350000	1:44370000-44380000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs34754704;rs2527776;rs2485997;rs2428852;rs810680;rs803679	NA	0
1	1:44340000-44350000	1:44800000-44810000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs34754704;rs2527776;rs2485997;rs2428852;rs810680;rs803679	NA	0
1	1:44340000-44350000	1:45290000-45300000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs34754704;rs2527776;rs2485997;rs2428852;rs810680;rs803679	NA	0
1	1:44360000-44370000	1:44140000-44150000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs803682;rs199662254m;rs199662254;rs803680;rs3791101;rs3791102;rs11210934;rs11210935	NA	0
1	1:44380000-44390000	1:43770000-43780000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs4660262;rs4660756	NA	0
1	1:44380000-44390000	1:44180000-44190000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs4660262;rs4660756	NA	0
1	1:44380000-44390000	1:45380000-45390000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs4660262;rs4660756	NA	0
1	1:44390000-44400000	1:43960000-43970000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:43970000-43980000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:44040000-44050000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:44230000-44240000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44400000-44410000	1:44230000-44240000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs3762422;rs12127737;rs34830883	NA	0
1	1:44430000-44440000	1:43500000-43510000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs7161	NA	0
1	1:44430000-44440000	1:43860000-43870000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs7161	NA	0
1	1:44430000-44440000	1:44410000-44420000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs7161	ENSG00000117408	1
1	1:44430000-44440000	1:45200000-45210000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs7161	ENSG00000142945	1
1	1:44470000-44480000	1:43650000-43660000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
1	1:44470000-44480000	1:43980000-43990000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
1	1:44470000-44480000	1:44500000-44510000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
1	1:44470000-44480000	1:45220000-45230000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
8	8:33990000-34000000	8:33760000-33770000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs74804370	NA	0
8	8:34320000-34330000	8:33520000-33530000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	chr8:34327404	NA	0
8	8:34500000-34510000	8:33910000-33920000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs118052144	NA	0
9	10:106680000-106690000	10:106400000-106410000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs58109256;rs61867344	ENSG00000156395	1
9	10:106830000-106840000	10:107780000-107790000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs7092080	NA	0
12	16:72360000-72370000	16:72340000-72350000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs34522712	NA	0
12	16:72500000-72510000	16:72460000-72470000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs177038;rs35999374	NA	0
1	1:44040000-44050000	1:43120000-43130000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789436;rs650729;rs663618;rs552638;rs2004899;rs1808730;rs3838475;rs3791134;rs3791136	ENSG00000171960	1
1	1:43980000-43990000	1:43180000-43190000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs11210860;rs2152113;rs35947542;rs11577403	NA	0
1	1:43980000-43990000	1:43370000-43380000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs11210860;rs2152113;rs35947542;rs11577403	NA	0
1	1:43820000-43830000	1:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	NA	0
1	1:44070000-44080000	1:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs17371903;rs631248;rs539096;rs519669;rs11210887;rs549845;rs499257;rs3791151;rs603542	NA	0
1	1:44080000-44090000	1:43620000-43630000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs55684236;rs588657;rs34004799;rs513373;rs516790;rs516921;rs517849;rs667676;rs653953;rs571862;rs641365;rs641351;rs639929;rs1143701;rs568639;rs1143702;rs673485;rs643445;rs559575	NA	0
1	1:44470000-44480000	1:43650000-43660000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
1	1:44180000-44190000	1:43670000-43680000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs112767823;rs17531412;rs6429636;rs112361411;rs11420276;rs10890273;rs11810109;rs12410155;rs12410444;rs58097850	NA	0
1	1:43880000-43890000	1:43680000-43690000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72671121;rs2782638;rs55935510;rs55663821;rs2842177;rs2782642;rs2782643;rs2782644;rs2782645	NA	0
1	1:43820000-43830000	1:43690000-43700000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	NA	0
1	1:43830000-43840000	1:43690000-43700000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43880000-43890000	1:43690000-43700000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72671121;rs2782638;rs55935510;rs55663821;rs2842177;rs2782642;rs2782643;rs2782644;rs2782645	NA	0
1	1:43810000-43820000	1:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs1199036;rs1760670;rs839995;rs839996	NA	0
1	1:43820000-43830000	1:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	NA	0
1	1:43830000-43840000	1:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43860000-43870000	1:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839758;rs839759;rs839760;rs839761;rs710249	NA	0
1	1:43880000-43890000	1:43700000-43710000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72671121;rs2782638;rs55935510;rs55663821;rs2842177;rs2782642;rs2782643;rs2782644;rs2782645	NA	0
1	1:43820000-43830000	1:43710000-43720000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	NA	0
1	1:43830000-43840000	1:43710000-43720000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43860000-43870000	1:43710000-43720000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839758;rs839759;rs839760;rs839761;rs710249	NA	0
1	1:43830000-43840000	1:43720000-43730000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43830000-43840000	1:43740000-43750000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43820000-43830000	1:43750000-43760000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	ENSG00000253313	1
1	1:43830000-43840000	1:43750000-43760000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	ENSG00000253313	1
1	1:43810000-43820000	1:43760000-43770000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs1199036;rs1760670;rs839995;rs839996	ENSG00000066056	1
1	1:43820000-43830000	1:43760000-43770000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs72669002;rs1760669;rs45508694;rs2069378;rs839763	ENSG00000066056	1
1	1:43830000-43840000	1:43760000-43770000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs839764;rs3834088;rs839765;rs652941;rs839766	ENSG00000066056	1
1	1:44080000-44090000	1:43890000-43900000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs55684236;rs588657;rs34004799;rs513373;rs516790;rs516921;rs517849;rs667676;rs653953;rs571862;rs641365;rs641351;rs639929;rs1143701;rs568639;rs1143702;rs673485;rs643445;rs559575	NA	0
1	1:44040000-44050000	1:43900000-43910000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789436;rs650729;rs663618;rs552638;rs2004899;rs1808730;rs3838475;rs3791134;rs3791136	NA	0
1	1:44160000-44170000	1:43930000-43940000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs3838464	NA	0
1	1:44390000-44400000	1:43960000-43970000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:43970000-43980000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44470000-44480000	1:43980000-43990000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	NA	0
1	1:44040000-44050000	1:44010000-44020000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789436;rs650729;rs663618;rs552638;rs2004899;rs1808730;rs3838475;rs3791134;rs3791136	NA	0
1	1:44000000-44010000	1:44030000-44040000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs2819330;rs2782639;rs58829390;rs2842189;rs2782640	NA	0
1	1:44390000-44400000	1:44040000-44050000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44040000-44050000	1:44100000-44110000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789436;rs650729;rs663618;rs552638;rs2004899;rs1808730;rs3838475;rs3791134;rs3791136	NA	0
1	1:44470000-44480000	1:44110000-44120000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs113551349	ENSG00000066135	1
1	1:43930000-43940000	1:44160000-44170000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs2842198;rs2105029;rs7413861	NA	0
1	1:44390000-44400000	1:44180000-44190000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:44220000-44230000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:44230000-44240000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44390000-44400000	1:44240000-44250000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44230000-44240000	1:44250000-44260000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs56352978;rs56009633;rs3842543;rs3791046;rs11210916;rs71579310;rs6656457;rs4660745;rs11210917;rs3791047;rs7531165;rs7516647;rs11320873;rs10890280	NA	0
1	1:44390000-44400000	1:44250000-44260000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs9326136;rs35218617;rs11578313;rs4031031	NA	0
1	1:44140000-44150000	1:44360000-44370000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789442;rs9787076;rs3791034;rs139754583;rs4660257;rs4660740	NA	0
1	1:43770000-43780000	1:44380000-44390000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs3831248;rs3120044;rs3120122;rs1556581;rs2275180;rs1467808;rs1467809;rs2282226;rs3120276;rs2991990	NA	0
1	1:44180000-44190000	1:44380000-44390000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs112767823;rs17531412;rs6429636;rs112361411;rs11420276;rs10890273;rs11810109;rs12410155;rs12410444;rs58097850	NA	0
1	1:43960000-43970000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs2494996;rs867605	ENSG00000117407	1
1	1:43970000-43980000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs2842192;rs34898652;rs882464;rs2819341;rs10789434;rs368334365	ENSG00000117407	1
1	1:44040000-44050000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs10789436;rs650729;rs663618;rs552638;rs2004899;rs1808730;rs3838475;rs3791134;rs3791136	ENSG00000117407	1
1	1:44230000-44240000	1:44390000-44400000	0	HiC	PsychENCODE	Promoter_anchored_loops	intra	rs56352978;rs56009633;rs3842543;rs3791046;rs11210916;rs71579310;rs6656457;rs4660745;rs11210917;rs3791047;rs7531165;rs7516647;rs11320873;rs10890280	ENSG00000117407	1
