# MEAN_SAMPLE_SIZE = 51027
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_glyce...2         SET      74    -0.078926   -0.0049593      0.10155      0.78148 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33     -0.23954    -0.010062      0.15944      0.93348 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58     -0.11157   -0.0062092       0.1196      0.82454 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29     -0.13283   -0.0052315      0.17126      0.78101 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19     -0.27095   -0.0086397      0.18923       0.9239 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      38      0.24138      0.01088      0.15298     0.057309 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      24      0.11342    0.0040642       0.1691       0.2512 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      13     -0.24972   -0.0065875      0.24692      0.84406 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15     -0.47193    -0.013372      0.23587      0.97729 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      38      0.14532      0.00655      0.14799      0.16306 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16      0.40949     0.011983      0.20297     0.021828 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32      0.33882     0.014016      0.18142     0.030918 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      33       -0.157   -0.0065952      0.16464      0.82986 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17     0.057742    0.0017417      0.20793      0.39062 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      15    -0.087426   -0.0024772      0.20521      0.66496 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24    -0.096871   -0.0034711      0.16411       0.7225 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16     0.069048    0.0020206      0.20975      0.37101 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11     -0.32024   -0.0077712      0.31711      0.84371 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      62     0.036094    0.0020766      0.13953      0.39794 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      39     -0.20951   -0.0095663       0.1651      0.89777 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15      -0.1404   -0.0039783      0.21144      0.74666 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10      0.11573    0.0026778      0.27244       0.3355 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      21      -0.2267   -0.0075991      0.20827       0.8618 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11      -0.1151   -0.0027932      0.24581       0.6802 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      41     0.077969    0.0036499      0.12378      0.26439 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      69    -0.097964   -0.0059448      0.13446      0.76686 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      69     -0.15792   -0.0095831      0.13449      0.87984 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51    0.0021754   0.00011355      0.14764      0.49412 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22    -0.047925   -0.0016442      0.18759      0.60082 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      43    -0.053678   -0.0025732      0.14826      0.64134 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      81      0.09981    0.0065603     0.086057      0.12307 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      55      0.25987     0.014085       0.1174     0.013435 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      29      0.24712    0.0097326      0.14622     0.045512 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      31      0.02015   0.00082042       0.1667       0.4519 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      34     -0.23456    -0.010001      0.13721      0.95632 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     120     0.025163    0.0020109     0.075088      0.36877 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      47      0.18439    0.0092401      0.13765     0.090215 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     0.038192    0.0013397      0.18168      0.41675 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      67    -0.088913   -0.0053171      0.10411      0.80344 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      32      0.18039    0.0074622      0.14877      0.11266 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      41     0.047713    0.0022336      0.12709      0.35367 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      22     -0.17302   -0.0059362      0.19061      0.81798 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      28    0.0024041   9.3038e-05      0.14937      0.49358 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13     -0.12744   -0.0033619      0.23455      0.70655 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     253     0.057398    0.0066366     0.055728      0.15152 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      86     0.028629    0.0019387      0.10075      0.38815 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     167     0.035222    0.0033165     0.071462      0.31105 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     244     -0.02379    -0.002702     0.063557      0.64591 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     179    0.0087386   0.00085158     0.067067      0.44817 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      76     0.011094    0.0007064      0.10299      0.45711 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     248    -0.032523   -0.0037236     0.060614      0.70421 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     120      0.04317      0.00345     0.078088      0.29019 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     105      0.10574    0.0079078     0.085561      0.10827 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      67     -0.10515   -0.0062883      0.11456      0.82066 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     123     0.006412   0.00051875      0.07732      0.46695 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36      0.03563    0.0015631      0.14304      0.40165 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      30      0.19694    0.0078886      0.18131      0.13871 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     116     0.052982    0.0041634     0.076776      0.24508 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     177      0.05575    0.0054027     0.066102      0.19951 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      76     -0.16817    -0.010708     0.094467      0.96247 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      49       0.2116     0.010827      0.13469     0.058093 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      81    -0.083958   -0.0055184     0.096916      0.80683 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      69      -0.1006   -0.0061045      0.10214      0.83765 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     112     0.049513    0.0038236     0.087552      0.28586 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     145     0.059045    0.0051835     0.074371      0.21363 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      24    0.0010511   3.7663e-05      0.18723      0.49776 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      47      0.12729    0.0063789      0.12661      0.15737 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      54    -0.017132   -0.0009201      0.12792      0.55327 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      84    -0.085891   -0.0057485      0.10362      0.79641 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     122     0.038366    0.0030914      0.08567      0.32714 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77    -0.056972   -0.0036514      0.10258      0.71068 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     192     0.080391    0.0081109      0.06589      0.11122 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      82    -0.059128   -0.0039102     0.099755      0.72331 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     122     -0.19061    -0.015358      0.08436      0.98807 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      71      0.23456     0.014438      0.11731     0.022787 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     128     0.011491   0.00094824     0.081967      0.44426 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      84     0.042517    0.0028456      0.10393      0.34123 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      67     0.025213    0.0015078      0.11749      0.41504 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      79     -0.15936    -0.010345      0.11581       0.9156 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      16      0.36491     0.010678      0.25595     0.076984 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET      99    0.0069875    0.0005075      0.09281      0.46999 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      58    -0.045374   -0.0025252      0.11616      0.65196 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      65      -0.2039    -0.012011      0.10504      0.97387 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      50     -0.17463   -0.0090256      0.11849      0.92972 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     145     0.030441    0.0026724     0.080629      0.35289 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      80     -0.23542    -0.015378      0.10134      0.98991 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     128    -0.074004   -0.0061069     0.085046      0.80789 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     105    -0.042245   -0.0031593     0.084721      0.69098 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      73     -0.13113   -0.0081842      0.10445      0.89533 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      79    -0.029869   -0.0019389     0.097538      0.62028 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      93     0.088302     0.006217     0.096569      0.18026 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     109    0.0055463   0.00042257     0.086561      0.47446 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      43     -0.10307   -0.0049411      0.13461      0.77808 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13    -0.035621  -0.00093968       0.2576      0.55499 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      65     0.056081    0.0033034      0.10888      0.30325 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     120     0.051585    0.0041225     0.081628      0.26371 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      68     0.062073    0.0037395      0.11013       0.2865 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     347     -0.14081    -0.019018     0.064872      0.98501 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      47   -0.0019554  -9.7991e-05      0.15821      0.50493 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     196     0.099415     0.010133     0.066006     0.066024 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     130     0.011483   0.00095494     0.077795      0.44133 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET      98     0.048231    0.0034853     0.092909      0.30184 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      79        0.201     0.013048      0.10529     0.028137 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET      99      0.13041    0.0094719     0.091695     0.077484 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      63    -0.096499   -0.0055964      0.10881      0.81241 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      45     0.057082    0.0027992      0.13923      0.34092 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      40     -0.19328    -0.008937      0.15887      0.88811 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      24      0.27158    0.0097316      0.20153     0.088902 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      40    -0.079607    -0.003681      0.15232      0.69938 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      41      0.23064     0.010797      0.14542     0.056376 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      22      0.11158    0.0038282      0.19333      0.28192 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     154    0.0086255   0.00078019     0.066993      0.44878 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     107    -0.006176  -0.00046623     0.076333      0.53224 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      51     -0.12638   -0.0065965      0.12013      0.85359 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     169     0.030998     0.002936     0.062979       0.3113 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      33    -0.054975   -0.0023093      0.16585      0.62985 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      51     0.080012    0.0041764       0.1266      0.26369 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      64    -0.063533   -0.0037136      0.10858      0.72076 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      52    -0.040058   -0.0021113      0.11966       0.6311 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      65  -0.00014601  -8.6007e-06      0.11747       0.5005 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     314      0.14803     0.019036     0.052623    0.0024568 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      62      0.23735     0.013656      0.12688     0.030706 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68      0.24743     0.014906      0.10946       0.0119 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      67      0.10007    0.0059845      0.11147      0.18465 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51      0.17928    0.0093578      0.13029     0.084424 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      64      0.12679     0.007411      0.11189      0.12857 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      84      0.22246     0.014889     0.098996     0.012322 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      29      0.11238    0.0044258      0.16284      0.24506 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      54     0.059413    0.0031908      0.12355      0.31531 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      66      0.34011     0.020187      0.11402    0.0014294 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      40      0.26208     0.012119        0.138     0.028779 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      72      0.18524     0.011482      0.10343     0.036658 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55       0.1509    0.0081786      0.12852      0.12018 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      83      0.11751    0.0078183     0.099474      0.11874 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      54      0.23782     0.012772      0.12295      0.02655 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      27    0.0081868   0.00031112        0.166      0.48033 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      47     0.071095    0.0035628      0.15045      0.31827 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET     100     0.018057     0.001318      0.10109      0.42912 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      34     0.060308    0.0025714      0.15978      0.35293 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      36     -0.19461   -0.0085378      0.16754      0.87729 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      32     -0.29803    -0.012329      0.16861      0.96142 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      81    -0.049185   -0.0032328     0.099957      0.68866 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      70     0.026727    0.0016336      0.11463      0.40782 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      86     0.051311    0.0034746     0.098621      0.30143 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      66      0.10866    0.0064492      0.12722      0.19653 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      14     -0.17485   -0.0047866      0.20592      0.80209 Curated_gene_sets:biocarta_rela_pathway
