# MEAN_SAMPLE_SIZE = 51039
# TOTAL_GENES = 17045
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Esophagus_Gastroesophageal_J...     COVAR   17045    -0.013673    -0.026847     0.013468      0.84498 Esophagus_Gastroesophageal_Junction
Esophagus_Mucosa                    COVAR   17045    -0.025284    -0.048771    0.0079957      0.99922 Esophagus_Mucosa
Esophagus_Muscularis                COVAR   17045    -0.015442    -0.030386     0.013037      0.88188 Esophagus_Muscularis
Fallopian_Tube                      COVAR   17045    -0.020127     -0.03894     0.012507      0.94621 Fallopian_Tube
Heart_Atrial_Appendage              COVAR   17045     -0.01994    -0.035718    0.0099997      0.97692 Heart_Atrial_Appendage
Heart_Left_Ventricle                COVAR   17045    -0.015376     -0.02561    0.0095414      0.94645 Heart_Left_Ventricle
Kidney_Cortex                       COVAR   17045    0.0049971    0.0087592    0.0095637      0.30066 Kidney_Cortex
Kidney_Medulla                      COVAR   17045    0.0019214    0.0035436    0.0097801      0.42213 Kidney_Medulla
Liver                               COVAR   17045   -0.0072433    -0.013026    0.0067291      0.85912 Liver
Lung                                COVAR   17045    -0.021356    -0.041183    0.0096352      0.98666 Lung
Minor_Salivary_Gland                COVAR   17045    -0.030133    -0.055923      0.01006      0.99863 Minor_Salivary_Gland
Muscle_Skeletal                     COVAR   17045  -0.00051234  -0.00096784     0.007334      0.52785 Muscle_Skeletal
Nerve_Tibial                        COVAR   17045    -0.004627   -0.0092856     0.010622      0.66844 Nerve_Tibial
Ovary                               COVAR   17045   -0.0024339   -0.0049224     0.010208      0.59422 Ovary
Pancreas                            COVAR   17045    0.0055012    0.0091789    0.0088557      0.26724 Pancreas
Pituitary                           COVAR   17045     0.029675     0.055147    0.0094902   0.00088508 Pituitary
Prostate                            COVAR   17045    -0.032578    -0.061618     0.012597      0.99514 Prostate
Skin_Not_Sun_Exposed_Suprapu...     COVAR   17045    -0.018877    -0.036302    0.0080943      0.99015 Skin_Not_Sun_Exposed_Suprapubic
Skin_Sun_Exposed_Lower_leg          COVAR   17045    -0.020198    -0.039082    0.0081251      0.99353 Skin_Sun_Exposed_Lower_leg
Small_Intestine_Terminal_Ile...     COVAR   17045     -0.01207    -0.022129     0.010083      0.88436 Small_Intestine_Terminal_Ileum
Spleen                              COVAR   17045    -0.019269    -0.038098    0.0076974      0.99384 Spleen
Stomach                             COVAR   17045    -0.013041    -0.023628     0.012624       0.8492 Stomach
Testis                              COVAR   17045     0.014099     0.024255    0.0058597    0.0080677 Testis
Thyroid                             COVAR   17045    -0.011695    -0.023094      0.01022      0.87374 Thyroid
Uterus                              COVAR   17045   -0.0019058   -0.0038729     0.011481      0.56592 Uterus
Vagina                              COVAR   17045    -0.034287    -0.065365     0.011544      0.99851 Vagina
Whole_Blood                         COVAR   17045   -0.0076994    -0.013883    0.0059266      0.90304 Whole_Blood
