# TOTAL_GENES = 19126
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_alpha...          SET      19      0.17753    0.0055927      0.17528      0.15558 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      38      0.37347     0.016631      0.13506    0.0028476 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25      0.13888    0.0050179      0.16192      0.19554 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      13      0.02126    0.0005541      0.22188      0.46183 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15      0.22162    0.0062041      0.23797      0.17586 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      39    -0.070601   -0.0031849      0.12539      0.71329 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16      -0.0288  -0.00083265      0.21047      0.55442 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32   -0.0076389  -0.00031221        0.146      0.52086 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      33   -0.0051143  -0.00021226      0.14289      0.51428 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17     -0.03954   -0.0011783      0.21211      0.57394 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      15     -0.14016   -0.0039239      0.20587      0.75201 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24     -0.12644   -0.0044763      0.17047      0.77086 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16      0.38349     0.011087      0.19825      0.02654 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11      -0.1316   -0.0031553      0.26824      0.68815 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      62    -0.055941     -0.00318      0.12949      0.66713 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      40      0.31344      0.01432      0.13469    0.0099843 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15     -0.14065   -0.0039375      0.21245      0.74602 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10      0.24793    0.0056679      0.21529      0.12475 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      21     -0.30474    -0.010093      0.19056       0.9451 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11      -0.0558   -0.0013378      0.22446      0.59816 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      41      -0.1906   -0.0088155      0.12499      0.93635 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      70     0.094416    0.0057016      0.12255      0.22052 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      70       0.2258     0.013636      0.12335     0.033592 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51     0.077159    0.0039792        0.132      0.27943 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22      0.24895    0.0084387      0.17599     0.078608 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      43    -0.042462   -0.0020112      0.13669      0.62196 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      81     0.053518    0.0034756     0.084141      0.26237 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      57     -0.15151   -0.0082593      0.10333      0.92871 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      30    -0.058605   -0.0023193      0.14498      0.65698 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      31      0.10049    0.0040426      0.15152      0.25359 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      34      0.14843    0.0062526      0.13124      0.12905 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     122     0.052416     0.004173     0.067117      0.21742 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      47      -0.2378    -0.011774      0.11516      0.98053 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     -0.10213   -0.0035398      0.15105      0.75053 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      67    -0.092085   -0.0054408      0.09805      0.82617 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      32     0.055635    0.0022738      0.12467      0.32771 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      41      0.04549     0.002104      0.12009      0.35242 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      22      0.13238    0.0044874      0.17213      0.22092 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      28      0.25214    0.0096404      0.14685     0.043006 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13   -0.0033042  -8.6118e-05      0.19518      0.50675 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     256      0.17534     0.020149     0.054673   0.00067178 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      86     -0.25178    -0.016846     0.097755      0.99499 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     168     0.054523    0.0050876     0.070159      0.21855 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     251      -0.0453   -0.0051555      0.06044      0.77322 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     182    -0.085965    -0.008346      0.06523      0.90622 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      76      0.23005     0.014473     0.099702     0.010524 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     254     0.014475    0.0016571     0.058753       0.4027 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     122    -0.072552   -0.0057761     0.071539      0.84474 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     107    0.0072162   0.00053825      0.07672      0.46253 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      67    -0.044108   -0.0026061       0.1098      0.65605 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     126     0.043555    0.0035236     0.073287      0.27616 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36     -0.18809   -0.0081527      0.13344      0.92065 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      33      -0.1009   -0.0041875      0.15643      0.74053 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     117     0.039789    0.0031026     0.073981      0.29535 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     178    -0.074512    -0.007155     0.064841      0.87475 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      76     0.020162    0.0012684      0.09018      0.41155 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      50     -0.23562    -0.012032       0.1182      0.97689 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      81      0.11307    0.0073431     0.098621      0.12579 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      69     0.072909    0.0043714      0.10146      0.23619 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     112     0.098461    0.0075127      0.08255      0.11649 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     146    -0.053499   -0.0046565     0.071604      0.77251 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      24     -0.35465    -0.012555      0.19341      0.96664 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      47     0.046886    0.0023214      0.12337      0.35196 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      55    -0.065142   -0.0034883      0.11328      0.71736 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      86     -0.42434    -0.028391     0.090614            1 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     124    -0.066125   -0.0053072     0.081824      0.79049 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77    -0.044069   -0.0027907     0.099154      0.67164 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     194     -0.23038    -0.023085     0.065085       0.9998 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      84    -0.026465   -0.0017501      0.10072      0.60363 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     124     0.011313   0.00090799     0.083829      0.44632 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      71     -0.15068   -0.0091637      0.10297       0.9283 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     129     -0.15905    -0.013018     0.076009       0.9818 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      88     0.074036    0.0050105     0.097017       0.2227 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      68  -0.00064773  -3.8555e-05      0.10641      0.50243 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      82     0.074995    0.0049001      0.11233       0.2522 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      16     -0.12929    -0.003738      0.20085      0.74011 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET     101     -0.11856   -0.0085932     0.088467       0.9099 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      59     0.081172    0.0045015      0.10434      0.21831 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      67      0.10318    0.0060965      0.11146       0.1773 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      53     0.053519    0.0028135      0.11561      0.32171 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     149    -0.062368   -0.0054834     0.077377      0.78988 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      83     0.073533    0.0048337     0.097947      0.22641 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     132    -0.039563   -0.0032755     0.085571      0.67808 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     105     -0.10477   -0.0077416     0.086567       0.8869 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      74     -0.09786   -0.0060754      0.10412      0.82636 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      79     -0.10392   -0.0066649     0.097646      0.85637 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      95   -0.0010237  -7.1971e-05     0.086528      0.50472 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     110     -0.13929    -0.010533     0.083266      0.95281 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      44     0.041898    0.0020073      0.13161      0.37511 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13      0.17996    0.0046903      0.25032       0.2361 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      66     0.040613    0.0023817      0.11228      0.35879 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     121     0.025901    0.0020537     0.078015      0.36995 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      68     0.043936    0.0026152      0.10351      0.33562 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     369    0.0013313   0.00018313      0.06043      0.49121 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      50      0.17625    0.0089999      0.13022     0.087969 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     201    -0.044387   -0.0045264     0.062806      0.76013 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     132    -0.036912    -0.003056     0.074422      0.69004 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET      98   0.00036982   2.6405e-05     0.087848      0.49832 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      81      0.11999     0.007792     0.089651     0.090397 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET     100    -0.035431   -0.0025553      0.08784      0.65666 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      64    -0.095132    -0.005494     0.099895      0.82953 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      47    -0.011162  -0.00055267      0.12665      0.53512 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      41    0.0091263    0.0004221      0.15609      0.47669 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25      0.39477     0.014264      0.17971     0.014025 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      41     -0.03793   -0.0017543      0.14303      0.60457 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      42    -0.018679  -0.00087438      0.12517      0.55931 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      22     -0.10062   -0.0034108      0.18633       0.7054 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     156     0.097335    0.0087549     0.068778     0.078512 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     111     0.073417    0.0055769     0.078459      0.17471 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      52      0.32165     0.016749      0.13177    0.0073291 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     172     0.032849    0.0031012     0.064143      0.30429 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      33     -0.17625    -0.007315      0.14828      0.88271 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      52    -0.097601   -0.0050823      0.11336      0.80537 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      65     -0.16557   -0.0096362      0.10012       0.9509 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      55     0.012934   0.00069262      0.11524      0.45532 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      67      0.21072      0.01245      0.11367     0.031892 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     318   -0.0048195  -0.00061628     0.050056      0.53835 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      62   -0.0058307  -0.00033144      0.11565      0.52011 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68     -0.16057   -0.0095575      0.10776      0.93189 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      67   -0.0005798  -3.4257e-05      0.10515       0.5022 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51     -0.25089    -0.012938       0.1243      0.97822 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      65    -0.077497   -0.0045103      0.11104      0.75739 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      86    0.0009977   6.6753e-05     0.094896      0.49581 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      29     -0.20834   -0.0081067      0.16333      0.89895 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      55    -0.053618   -0.0028712      0.11627      0.67765 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      69    -0.058451   -0.0035045      0.10986      0.70265 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      40     -0.23376    -0.010679      0.13413      0.95931 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      72    0.0051495   0.00031536      0.10182      0.47983 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55     -0.23962    -0.012832      0.11631      0.98031 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      83     0.065128    0.0042812     0.095031      0.24657 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      54      -0.1107   -0.0058742      0.11924       0.8234 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      27      0.25768    0.0096749      0.17816     0.074049 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      49      0.10501    0.0053086      0.14418      0.23321 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET     110     -0.19795    -0.014969     0.089912      0.98615 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      34       0.1104    0.0046506      0.16245      0.24839 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      37     0.074039    0.0032534      0.16497      0.32679 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      32      0.14793    0.0060459      0.16622      0.18676 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      82     0.034081    0.0022268     0.094801      0.35961 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      71    -0.048739   -0.0029641      0.11021      0.67084 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      87     0.099853    0.0067194     0.092424      0.13999 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      66     0.022312    0.0013084      0.11857      0.42537 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      14      0.20779    0.0056198      0.21922      0.17162 Curated_gene_sets:biocarta_rela_pathway
