# ALPHA = 0.05
# NUMBER_OF_TESTS = 15484

# _SET1_  VARIABLE = Curated_gene_sets:nikolsky_breast_cancer_16q24_amplicon (set)
# _SET1_  NGENES = 53
# _SET1_  P-VALUE = 3.65481e-07
_SET1_   GENE              CHR     START      STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET2_   ENSG00000078900     1    3569084    3652765    299      48  157124      -1.8004      0.78211    3.1974e-14      -1.8004
_SET2_   ENSG00000173673     1    6304252    6305638      3       1  161405     -0.90954      0.61991    3.1863e-14     -0.90954
_SET2_   ENSG00000198793     1   11166592   11322564    319       9  157241     -0.58725      0.39302    3.1863e-14     -0.58725
_SET2_   ENSG00000204624     1   11539223   11597641    146      14  156546       1.4012     0.011726    3.1974e-14       1.4012
_SET2_   ENSG00000162490     1   11751786   11785914     95      18  158547      0.52338     0.080034    3.1863e-14      0.52338
_SET2_   ENSG00000158747     1   19967048   19984945     57      16  157902      0.12623      0.17305    3.1863e-14      0.12623
_SET2_   ENSG00000090432     1   20825943   20834654     25       8  148821      0.89278     0.041667    3.1863e-14      0.89278
_SET2_   ENSG00000133216     1   23037332   23241818    444      53  155414       1.0408     0.012493    3.1974e-14       1.0408
_SET2_   ENSG00000004487     1   23345941   23410182     74       9  150284      0.17166      0.13357    3.1863e-14      0.17166
_SET2_   ENSG00000117318     1   23884409   23886285      8       3  161405      -1.0436      0.64697    3.1974e-14      -1.0436
_SET2_   ENSG00000131914     1   26737269   26756213     36      10  156217     -0.42747      0.33509    3.1863e-14     -0.42747
_SET2_   ENSG00000127603     1   39546988   39952849    734      31  145322       1.8019   0.00049734    3.1974e-14       1.8019
_SET2_   ENSG00000163909     1   40089825   40105617     39      14  153039       1.0676     0.026746    3.1974e-14       1.0676
_SET2_   ENSG00000116990     1   40361098   40367928     13       6  138526       1.9551    0.0024229    3.1974e-14       1.9551
_SET2_   ENSG00000204060     1   41827594   41849262     56      12  155329       3.1787    2.169e-05    3.1974e-14       3.1787
_SET2_   ENSG00000117385     1   43212006   43232755     39      10  149681      -1.3965      0.70621    3.1974e-14      -1.3965
_SET2_   ENSG00000117399     1   43824626   43828874      5       3  154231       4.1385   4.3469e-07    3.1974e-14       4.1385
_SET2_   ENSG00000142949     1   43990858   44089343    236      17  156473       5.4248   4.9474e-11    3.1974e-14       5.4248
_SET2_   ENSG00000066135     1   44115829   44171186     79      12  150546       5.0899   6.1755e-10    3.1974e-14       5.0899
_SET2_   ENSG00000162415     1   45482071   45771881    503      19  148941      -2.6499      0.91997    3.1974e-14      -2.6499
_SET2_   ENSG00000157193     1   53711217   53793742    187      28  151315       2.0335   0.00085608    3.1974e-14       2.0335
_SET2_   ENSG00000173406     1   57460451   59012406   4512     260  152351     -0.67622     0.021445    3.1863e-14     -0.67622
_SET2_   ENSG00000033122     1   70034081   70617628   1526      67  155603       0.7071    0.0024423    3.1863e-14       0.7071
_SET2_   ENSG00000172260     1   71861623   72748417   1768      82  151215       4.0141   7.7836e-11    3.1974e-14       4.0141
_SET2_   ENSG00000171517     1   85277285   85358896    268      43  147767       -1.288      0.56382    3.1974e-14       -1.288
_SET2_   ENSG00000143032     1   91177096   91182794     10       6  148633       1.0189     0.033119    3.1974e-14       1.0189
_SET2_   ENSG00000162676     1   92940319   92952433     21       5  150202       3.0901   3.7572e-05    3.1974e-14       3.0901
_SET2_   ENSG00000117598     1   99355806   99470588    441      42  148946      0.79188     0.021246    3.1863e-14      0.79188
_SET2_   ENSG00000181754     1  110046797  110052360     10       4  149615     -0.13759      0.23893    3.1863e-14     -0.13759
_SET2_   ENSG00000116473     1  112084840  112259313    488      44  154273       2.6814   4.6196e-05    3.1974e-14       2.6814
_SET2_   ENSG00000155363     1  113215763  113243368     52       9  150757       1.2117      0.01675    3.1974e-14       1.2117
_SET2_   ENSG00000198799     1  113615831  113674882    103      16  146822     -0.18099      0.24383    3.1863e-14     -0.18099
_SET2_   ENSG00000134259     1  115828539  115880857    176      32  151838        3.472   4.3921e-06    3.1974e-14        3.472
_SET2_   ENSG00000143418     1  150933059  150947479     27       5  148757      0.68834     0.055252    3.1863e-14      0.68834
_SET2_   ENSG00000143434     1  151104161  151119104     37       8  148330       2.2718   0.00097094    3.1974e-14       2.2718
_SET2_   ENSG00000163220     1  153330330  153333503      2       1  142999      -1.1381      0.65349    3.1974e-14      -1.1381
_SET2_   ENSG00000143553     1  153631130  153634306      4       2  153258      -1.0108      0.57415    3.1974e-14      -1.0108
_SET2_   ENSG00000160716     1  154540257  154552502     20       8  145283       3.0969   4.9319e-05    3.1974e-14       3.0969
_SET2_   ENSG00000251246     1  155036224  155059283     32       7  145997      0.54998     0.062388    3.1863e-14      0.54998
_SET2_   ENSG00000143590     1  155036224  155060014     34       8  146099      0.63684     0.050764    3.1863e-14      0.63684
_SET2_   ENSG00000169242     1  155099936  155107333     13       4  145702      -1.0924       0.5559    3.1974e-14      -1.0924
_SET2_   ENSG00000163462     1  155145873  155157447     15       6  141722      0.11787      0.15138    3.1863e-14      0.11787
_SET2_   ENSG00000116584     1  155916630  155976861     75      10  149511       2.3576   0.00062264    3.1974e-14       2.3576
_SET2_   ENSG00000196189     1  156117157  156147543     50      10  151369     0.067659      0.15933    3.1863e-14     0.067659
_SET2_   ENSG00000143320     1  156669398  156675608     10       5  130503       -1.189      0.67663    3.1974e-14       -1.189
_SET2_   ENSG00000198400     1  156785432  156851642    155      29  152437      0.20094      0.13325    3.1863e-14      0.20094
_SET2_   ENSG00000185630     1  164524821  164868533    890     106  153806       1.6689   0.00091466    3.1974e-14       1.6689
_SET2_   ENSG00000162761     1  165171104  165325952    495      51  152767       2.0596   0.00049522    3.1974e-14       2.0596
_SET2_   ENSG00000116132     1  170631869  170708560    122      20  146819       -2.431      0.91821    3.1974e-14       -2.431
_SET2_   ENSG00000197959     1  171810621  172387606   1281      63  152973      0.51985    0.0064317    3.1863e-14      0.51985
_SET2_   ENSG00000116147     1  175284330  175712906   1209     111  154262       2.7415    3.995e-06    3.1974e-14       2.7415
_SET2_   ENSG00000198797     1  177140633  177251558    193      26  151463       2.0814   0.00078463    3.1974e-14       2.0814
_SET2_   ENSG00000143322     1  179068462  179198819    280      16  146671       2.0411   0.00063943    3.1974e-14       2.0411
_SET2_   ENSG00000162670     1  190066792  190446759    677      29  155402      0.44876      0.02919    3.1863e-14      0.44876
_SET2_   ENSG00000116741     1  192778169  192781403      3       1  161405       0.8075     0.089214    3.1863e-14       0.8075
_SET2_   ENSG00000066279     1  197053258  197115824     94       8  146615      0.15931       0.1343    3.1863e-14      0.15931
_SET2_   ENSG00000118200     1  200708686  200829832    225      21  156093       2.0231    0.0016612    3.1974e-14       2.0231
_SET2_   ENSG00000170075     1  202091986  202102720     46      12  155451     -0.87149      0.55672    3.1863e-14     -0.87149
_SET2_   ENSG00000143858     1  202559724  202679545    276      37  157963       1.1471     0.014127    3.1974e-14       1.1471
_SET2_   ENSG00000184144     1  205012325  205047627    128      17  154321       2.1569   0.00099182    3.1974e-14       2.1569
_SET2_   ENSG00000117280     1  205737114  205744588     29       7  147070      0.41914     0.099925    3.1863e-14      0.41914
_SET2_   ENSG00000076356     1  208195587  208417665    590      53  152385       2.5306   4.9045e-05    3.1974e-14       2.5306
_SET2_   ENSG00000117707     1  214156524  214214595    126      20  150598       2.2394   0.00076445    3.1974e-14       2.2394
_SET2_   ENSG00000116141     1  220701568  220837803    244      17  141321      0.89703      0.02751    3.1863e-14      0.89703
_SET2_   ENSG00000154342     1  228194752  228248961     94      12  151502      -1.0147      0.54478    3.1974e-14      -1.0147
_SET2_   ENSG00000143761     1  228270361  228286912     25       6  151244     -0.63077      0.45772    3.1863e-14     -0.63077
_SET2_   ENSG00000135744     1  230838269  230850043     54      10  154125       1.2216     0.019276    3.1974e-14       1.2216
_SET2_   ENSG00000119283     1  231297858  231357302    189      30  149525       1.1766     0.018477    3.1974e-14       1.1766
_SET2_   ENSG00000189292     2     279558     288851     16       4  159482      0.87996     0.052119    3.1863e-14      0.87996
_SET2_   ENSG00000176887     2    5832799    5841516     11       5  141706      -1.5878      0.76974    3.1974e-14      -1.5878
_SET2_   ENSG00000115738     2    8818975    8824583     10       5  145552     -0.32489      0.38087    3.1863e-14     -0.32489
_SET2_   ENSG00000134313     2    8865408    8977760    192      22  151092      0.32842     0.089096    3.1863e-14      0.32842
_SET2_   ENSG00000143869     2   20866424   20873418     15       3  157687      -2.2331      0.93438    3.1974e-14      -2.2331
_SET2_   ENSG00000119782     2   24272571   24286551     23       5  149836     -0.50997      0.37986    3.1863e-14     -0.50997
_SET2_   ENSG00000198399     2   24425733   24583583    314      17  141314       1.0992     0.015162    3.1974e-14       1.0992
_SET2_   ENSG00000084676     2   24714783   24993571    604      29  149824     -0.24479      0.13675    3.1863e-14     -0.24479
_SET2_   ENSG00000171094     2   29415640   30144432   2483     140  149383      0.31695    0.0015143    3.1863e-14      0.31695
_SET2_   ENSG00000138083     2   45168902   45173216     15       5  151025     -0.39135      0.34428    3.1863e-14     -0.39135
_SET2_   ENSG00000115310     2   55199325   55339757    402      30  150951       1.6276    0.0021897    3.1974e-14       1.6276
_SET2_   ENSG00000115355     2   55514978   55647057    404      20  152735     -0.30439      0.19793    3.1863e-14     -0.30439
_SET2_   ENSG00000119866     2   60678302   60780702    161      32  145171       2.7217   6.1527e-05    3.1974e-14       2.7217
_SET2_   ENSG00000138071     2   65454887   65498387    112      13  146716      -1.0732      0.50081    3.1974e-14      -1.0732
_SET2_   ENSG00000143995     2   66660584   66801001    314      41  150835       1.4987    0.0044818    3.1974e-14       1.4987
_SET2_   ENSG00000114956     2   74153953   74186088     87      10  146073     -0.36105      0.26672    3.1863e-14     -0.36105
_SET2_   ENSG00000115297     2   74740590   74744274      1       1  161405      0.83303     0.096759    3.1863e-14      0.83303
_SET2_   ENSG00000135622     2   74881355   74909186     30       7  145658     -0.50583      0.40027    3.1863e-14     -0.50583
_SET2_   ENSG00000115386     2   79347488   79350545     12       4  152212      0.73309     0.057951    3.1863e-14      0.73309
_SET2_   ENSG00000066032     2   79412357   80875905   4283     255  153859       1.8146   4.0542e-06    3.1974e-14       1.8146
_SET2_   ENSG00000222040     2   96778707   96781984      7       3  146778     -0.43509      0.35875    3.1863e-14     -0.43509
_SET2_   ENSG00000168758     2   97525453   97536494      6       3  145430       1.9927    0.0028666    3.1974e-14       1.9927
_SET2_   ENSG00000071054     2  102313312  102511149    302      20  153176      -1.9146        0.794    3.1974e-14      -1.9146
_SET2_   ENSG00000114999     2  113239731  113299316    107      12  149065       1.0292     0.022303    3.1974e-14       1.0292
_SET2_   ENSG00000074047     2  121493199  121750229    656      82  146947     -0.93678      0.33802    3.1863e-14     -0.93678
_SET2_   ENSG00000136717     2  127805603  127864931    246      30  155363        1.483     0.005737    3.1974e-14        1.483
_SET2_   ENSG00000169554     2  145141648  145282147    189      36  153178       5.3286   1.8328e-10    3.1974e-14       5.3286
_SET2_   ENSG00000136535     2  162272605  162282381      8       3  157425     -0.28149      0.36162    3.1863e-14     -0.28149
_SET2_   ENSG00000144355     2  172949468  172954405      7       4  147397       2.7797   0.00015831    3.1974e-14       2.7797
_SET2_   ENSG00000115844     2  172964167  172967628      4       2  139121       1.6986    0.0045485    3.1974e-14       1.6986
_SET2_   ENSG00000128656     2  175664091  175870097    266      15  147352       1.1614    0.0095409    3.1974e-14       1.1614
_SET2_   ENSG00000128652     2  177001340  177037830     73      11  152080       1.2389     0.014223    3.1974e-14       1.2389
_SET2_   ENSG00000116044     2  178092323  178257425    373      27  150465      -1.3204      0.55055    3.1974e-14      -1.3204
_SET2_   ENSG00000162992     2  182537815  182545603      7       2  159049     -0.24897      0.34511    3.1863e-14     -0.24897
_SET2_   ENSG00000170396     2  185463093  185804219    693      26  153973       3.5336     3.77e-07    3.1974e-14       3.5336
_SET2_   ENSG00000138411     2  197059094  197458416   1063      59  151307       1.7988    0.0002394    3.1974e-14       1.7988
_SET2_   ENSG00000003402     2  201980827  202041410    129      14  143600      -0.1781      0.19541    3.1863e-14      -0.1781
_SET2_   ENSG00000115993     2  202241930  202316302    135      12  151131     -0.20776      0.22266    3.1863e-14     -0.20776
_SET2_   ENSG00000204217     2  203241659  203432474    310      19  142044       1.5485     0.003303    3.1974e-14       1.5485
_SET2_   ENSG00000138443     2  204192942  204312446    164      24  142133     -0.26214      0.22504    3.1863e-14     -0.26214
_SET2_   ENSG00000078018     2  210288782  210598842    710      30  142302      0.46562     0.027882    3.1863e-14      0.46562
_SET2_   ENSG00000174453     2  215275789  215443683    396      25  153164       3.2994   3.1843e-06    3.1974e-14       3.2994
_SET2_   ENSG00000115414     2  216225163  216300895    217      22  147496     -0.61305      0.28374    3.1863e-14     -0.61305
_SET2_   ENSG00000144579     2  219262979  219270664     22       5  150913     -0.91189      0.53171    3.1863e-14     -0.91189
_SET2_   ENSG00000124006     2  220415451  220436581     58      11  154206      -1.1739      0.59423    3.1974e-14      -1.1739
_SET2_   ENSG00000116106     2  222282747  222438922    378      34  155053     -0.74324      0.32102    3.1863e-14     -0.74324
_SET2_   ENSG00000135916     2  231729354  231743963     59      12  151349       -1.198      0.58339    3.1974e-14       -1.198
_SET2_   ENSG00000066248     2  233743396  233877982    479      46  155930       6.0947   1.0175e-13    3.1974e-14       6.0947
_SET2_   ENSG00000124839     2  238482965  238510257    152      23  155017      -1.0146      0.55412    3.1974e-14      -1.0146
_SET2_   ENSG00000115694     2  242432089  242449145     48      10  155029      0.69562      0.05745    3.1863e-14      0.69562
_SET2_   ENSG00000144619     3    2140497    3099645   4041     299  152413       3.0788    3.493e-09    3.1974e-14       3.0788
_SET2_   ENSG00000144550     3    9745491    9771592     51      20  145415      0.71306     0.046346    3.1863e-14      0.71306
_SET2_   ENSG00000134072     3    9799026    9811676     20       7  145859     -0.64714      0.41688    3.1863e-14     -0.64714
_SET2_   ENSG00000154764     3   13857755   13921618    216      34  153928      -2.4874      0.92665    3.1974e-14      -2.4874
_SET2_   ENSG00000151090     3   24158651   24536773   1076     109  152508       3.6539   6.3751e-08    3.1974e-14       3.6539
_SET2_   ENSG00000077092     3   25215823   25639423   1672      96  150957      0.65377    0.0018971    3.1863e-14      0.65377
_SET2_   ENSG00000163508     3   27757440   27764206      7       3  148506     -0.64971      0.42311    3.1863e-14     -0.64971
_SET2_   ENSG00000144674     3   37284668   37408242    212      13  142545      -0.8498      0.41378    3.1863e-14      -0.8498
_SET2_   ENSG00000114745     3   39138150   39149854     34       9  148966      -1.8377      0.85367    3.1974e-14      -1.8377
_SET2_   ENSG00000168038     3   41288090   42003922   2064      36  153254      -2.2126      0.29943    3.1974e-14      -2.2126
_SET2_   ENSG00000182606     3   42055294   42267381    574      35  150342      0.18572     0.054212    3.1863e-14      0.18572
_SET2_   ENSG00000008324     3   42623332   42636606     31       6  152060      0.22177      0.15315    3.1863e-14      0.22177
_SET2_   ENSG00000164050     3   48445261   48471594     22       4  147232      -0.4151      0.28983    3.1863e-14      -0.4151
_SET2_   ENSG00000213672     3   48701364   48723797     29       4  150027       3.5119   1.2241e-05    3.1974e-14       3.5119
_SET2_   ENSG00000067560     3   49396578   49450431     87       9  143723       1.7019    0.0029126    3.1974e-14       1.7019
_SET2_   ENSG00000001617     3   50192478   50226508     61       9  148465      0.76088      0.03892    3.1863e-14      0.76088
_SET2_   ENSG00000247596     3   52262626   52273276     26       7  143674       3.2692   2.2603e-05    3.1974e-14       3.2692
_SET2_   ENSG00000010319     3   52467069   52479101     15       7  148462       4.5476   5.0321e-08    3.1974e-14       4.5476
_SET2_   ENSG00000114251     3   55499743   55523973     50      12  146590     -0.13281      0.19118    3.1863e-14     -0.13281
_SET2_   ENSG00000144724     3   61547243   62283288   2202     152  152755     0.092988    0.0036968    3.1863e-14     0.092988
_SET2_   ENSG00000153266     3   62355356   62359999      3       2  154284       0.4134      0.20744    3.1863e-14       0.4134
_SET2_   ENSG00000185008     3   75955846   77699115   4988     216  151771       0.4667   0.00085602    3.1863e-14       0.4667
_SET2_   ENSG00000169855     3   78646390   79816965   2525      93  148560       -1.031      0.03889    3.1974e-14       -1.031
_SET2_   ENSG00000044524     3   89156674   89531284    681      28  155096    -0.062757     0.087863    3.1863e-14    -0.062757
_SET2_   ENSG00000163608     3  112721287  112738708     35       8  143794      -2.1094      0.89615    3.1974e-14      -2.1094
_SET2_   ENSG00000082701     3  119540170  119813264    394      23  146758       -1.483      0.60854    3.1974e-14       -1.483
_SET2_   ENSG00000082684     3  122628041  122747452    386      50  154935        1.835    0.0017728    3.1974e-14        1.835
_SET2_   ENSG00000160145     3  123798870  124445172   1903      88  152983      0.85772   0.00040644    3.1863e-14      0.85772
_SET2_   ENSG00000114554     3  126707437  126756235    161      20  141941       1.6314    0.0050009    3.1974e-14       1.6314
_SET2_   ENSG00000179348     3  128198270  128212028     41      13  150944     0.064471      0.16349    3.1863e-14     0.064471
_SET2_   ENSG00000004399     3  129274018  129325661    164      19  152003     -0.67085       0.3958    3.1863e-14     -0.67085
_SET2_   ENSG00000163785     3  133784147  133969689    480      26  150447     -0.34695      0.18413    3.1863e-14     -0.34695
_SET2_   ENSG00000158092     3  136581050  136668665    183       8  152714       2.9127   4.1645e-05    3.1974e-14       2.9127
_SET2_   ENSG00000174953     3  153990335  154042286     85      11  151606      0.25428      0.11919    3.1863e-14      0.25428
_SET2_   ENSG00000168779     3  157814948  157824292     25       4  136482      -1.2092      0.64456    3.1974e-14      -1.2092
_SET2_   ENSG00000163536     3  167453031  167543356    277      18  156462      0.75377     0.038955    3.1863e-14      0.75377
_SET2_   ENSG00000163558     3  169940153  170023769    283       9  154104       -1.496      0.76276    3.1974e-14       -1.496
_SET2_   ENSG00000136603     3  170075466  170114623     93      10  154047     -0.87722      0.54141    3.1863e-14     -0.87722
_SET2_   ENSG00000154310     3  170779128  171178197   1027     103  151008     -0.92516      0.23854    3.1863e-14     -0.92516
_SET2_   ENSG00000114346     3  172468472  172539264    143      15  152637      0.35777     0.098012    3.1863e-14      0.35777
_SET2_   ENSG00000169760     3  173114074  174004434   2339     128  151054      -1.0684     0.061237    3.1974e-14      -1.0684
_SET2_   ENSG00000181449     3  181429714  181432221      2       1  140360       2.5478   0.00070744    3.1974e-14       2.5478
_SET2_   ENSG00000161202     3  183873176  183891398     29       8  142524     -0.40122      0.29451    3.1863e-14     -0.40122
_SET2_   ENSG00000114867     3  184032283  184053146     30      11  146720      0.50361     0.080603    3.1863e-14      0.50361
_SET2_   ENSG00000182580     3  184279572  184300197     64      13  150525      -1.2984      0.63296    3.1974e-14      -1.2984
_SET2_   ENSG00000073803     3  185000729  185206885    486      28  157156     -0.94907       0.4214    3.1863e-14     -0.94907
_SET2_   ENSG00000244405     3  185764097  185828107    104      14  154506       3.2164   3.8776e-05    3.1974e-14       3.2164
_SET2_   ENSG00000113916     3  187439165  187463515     72      14  155852       1.1231     0.025867    3.1974e-14       1.1231
_SET2_   ENSG00000188729     3  190917030  190983404    220      27  155389     -0.37329       0.2414    3.1863e-14     -0.37329
_SET2_   ENSG00000198836     3  193310933  193415612    249      15  155319     -0.86131      0.41569    3.1863e-14     -0.86131
_SET2_   ENSG00000114315     3  193853934  193856521      3       1  156530        1.055     0.057793    3.1974e-14        1.055
_SET2_   ENSG00000178950     4     843064     926161    338      30  155704      0.43251     0.070735    3.1863e-14      0.43251
_SET2_   ENSG00000184160     4    3768075    3770251      3       2  143132      -1.6489      0.81437    3.1974e-14      -1.6489
_SET2_   ENSG00000072832     4    5749811    5894785    605      77  150903      -1.3898      0.51859    3.1974e-14      -1.3898
_SET2_   ENSG00000004468     4   15779898   15854853    225      20  156562      -2.2826      0.90827    3.1974e-14      -2.2826
_SET2_   ENSG00000145147     4   20254883   20622184    915     105  153290      0.32195     0.036712    3.1863e-14      0.32195
_SET2_   ENSG00000109132     4   41746099   41750987     10       3  151223     -0.85201      0.52345    3.1863e-14     -0.85201
_SET2_   ENSG00000084093     4   57774075   57802010     76      13  152976    -0.057976      0.19156    3.1863e-14    -0.057976
_SET2_   ENSG00000018189     4   71569921   71673032    317      12  138470     -0.81834      0.50481    3.1863e-14     -0.81834
_SET2_   ENSG00000138760     4   77079890   77135046    174      15  156787     -0.10858      0.23326    3.1863e-14     -0.10858
_SET2_   ENSG00000163291     4   79808281   79860592    128       6  156303      0.47206      0.15195    3.1863e-14      0.47206
_SET2_   ENSG00000163623     4   85413140   85419603      9       4  150232     -0.46022      0.37871    3.1863e-14     -0.46022
_SET2_   ENSG00000118785     4   88896819   88904562     20       6  149073     -0.48482      0.33669    3.1863e-14     -0.48482
_SET2_   ENSG00000152208     4   93225550   94695707   3506     109  149482      -1.1557     0.064776    3.1974e-14      -1.1557
_SET2_   ENSG00000172238     4   94750042   94751221      1       1  161405     -0.48348       0.4159    3.1863e-14     -0.48348
