region2	reg_region	type	tissue/cell	genes
20:14280001-14320000	20:14316629-14316802	prom	E054	NA
20:14280001-14320000	20:14316629-14316802	prom	E067	NA
20:14280001-14320000	20:14316629-14316802	prom	E068	NA
20:14280001-14320000	20:14316629-14316802	prom	E069	NA
20:14280001-14320000	20:14316629-14316802	prom	E070	NA
20:14280001-14320000	20:14316629-14316802	prom	E071	NA
20:14280001-14320000	20:14316629-14316802	prom	E072	NA
20:14280001-14320000	20:14316629-14316802	prom	E073	NA
20:14280001-14320000	20:14316629-14316802	prom	E081	NA
20:14280001-14320000	20:14316629-14316802	prom	E082	NA
20:14280001-14320000	20:14316848-14316888	prom	E053	NA
20:14280001-14320000	20:14316848-14316888	prom	E054	NA
20:14280001-14320000	20:14316848-14316888	prom	E067	NA
20:14280001-14320000	20:14316848-14316888	prom	E068	NA
20:14280001-14320000	20:14316848-14316888	prom	E069	NA
20:14280001-14320000	20:14316848-14316888	prom	E070	NA
20:14280001-14320000	20:14316848-14316888	prom	E071	NA
20:14280001-14320000	20:14316848-14316888	prom	E072	NA
20:14280001-14320000	20:14316848-14316888	prom	E073	NA
20:14280001-14320000	20:14316848-14316888	prom	E081	NA
20:14280001-14320000	20:14316848-14316888	prom	E082	NA
20:14280001-14320000	20:14316907-14318813	prom	E053	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E054	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E067	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E068	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E069	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E070	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E071	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E072	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E073	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E074	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E081	ENSG00000125848
20:14280001-14320000	20:14316907-14318813	prom	E082	ENSG00000125848
20:14310000-14320000	20:14312225-14312603	prom	E067	NA
20:14310000-14320000	20:14312225-14312603	prom	E068	NA
20:14310000-14320000	20:14312225-14312603	prom	E070	NA
20:14310000-14320000	20:14312225-14312603	prom	E071	NA
20:14310000-14320000	20:14312225-14312603	prom	E072	NA
20:14310000-14320000	20:14312225-14312603	prom	E073	NA
20:14310000-14320000	20:14312225-14312603	prom	E082	NA
20:14310000-14320000	20:14313591-14314114	prom	E054	NA
20:14310000-14320000	20:14313591-14314114	prom	E067	NA
20:14310000-14320000	20:14313591-14314114	prom	E068	NA
20:14310000-14320000	20:14313591-14314114	prom	E070	NA
20:14310000-14320000	20:14313591-14314114	prom	E071	NA
20:14310000-14320000	20:14313591-14314114	prom	E072	NA
20:14310000-14320000	20:14313591-14314114	prom	E073	NA
20:14310000-14320000	20:14313591-14314114	prom	E081	NA
20:14310000-14320000	20:14313591-14314114	prom	E082	NA
20:14310000-14320000	20:14314151-14314257	prom	E054	NA
20:14310000-14320000	20:14314151-14314257	prom	E067	NA
20:14310000-14320000	20:14314151-14314257	prom	E068	NA
20:14310000-14320000	20:14314151-14314257	prom	E070	NA
20:14310000-14320000	20:14314151-14314257	prom	E071	NA
20:14310000-14320000	20:14314151-14314257	prom	E072	NA
20:14310000-14320000	20:14314151-14314257	prom	E073	NA
20:14310000-14320000	20:14314151-14314257	prom	E081	NA
20:14310000-14320000	20:14314151-14314257	prom	E082	NA
20:14310000-14320000	20:14314343-14314641	prom	E053	NA
20:14310000-14320000	20:14314343-14314641	prom	E054	NA
20:14310000-14320000	20:14314343-14314641	prom	E067	NA
20:14310000-14320000	20:14314343-14314641	prom	E068	NA
20:14310000-14320000	20:14314343-14314641	prom	E069	NA
20:14310000-14320000	20:14314343-14314641	prom	E070	NA
20:14310000-14320000	20:14314343-14314641	prom	E071	NA
20:14310000-14320000	20:14314343-14314641	prom	E072	NA
20:14310000-14320000	20:14314343-14314641	prom	E073	NA
20:14310000-14320000	20:14314343-14314641	prom	E074	NA
20:14310000-14320000	20:14314343-14314641	prom	E081	NA
20:14310000-14320000	20:14314343-14314641	prom	E082	NA
20:14310000-14320000	20:14314681-14314757	prom	E053	NA
20:14310000-14320000	20:14314681-14314757	prom	E054	NA
20:14310000-14320000	20:14314681-14314757	prom	E067	NA
20:14310000-14320000	20:14314681-14314757	prom	E068	NA
20:14310000-14320000	20:14314681-14314757	prom	E069	NA
20:14310000-14320000	20:14314681-14314757	prom	E070	NA
20:14310000-14320000	20:14314681-14314757	prom	E071	NA
20:14310000-14320000	20:14314681-14314757	prom	E072	NA
20:14310000-14320000	20:14314681-14314757	prom	E073	NA
20:14310000-14320000	20:14314681-14314757	prom	E074	NA
20:14310000-14320000	20:14314681-14314757	prom	E082	NA
20:14310000-14320000	20:14314779-14314907	prom	E053	NA
20:14310000-14320000	20:14314779-14314907	prom	E054	NA
20:14310000-14320000	20:14314779-14314907	prom	E067	NA
20:14310000-14320000	20:14314779-14314907	prom	E068	NA
20:14310000-14320000	20:14314779-14314907	prom	E069	NA
20:14310000-14320000	20:14314779-14314907	prom	E070	NA
20:14310000-14320000	20:14314779-14314907	prom	E071	NA
20:14310000-14320000	20:14314779-14314907	prom	E072	NA
20:14310000-14320000	20:14314779-14314907	prom	E073	NA
20:14310000-14320000	20:14314779-14314907	prom	E074	NA
20:14310000-14320000	20:14314779-14314907	prom	E082	NA
20:14310000-14320000	20:14314925-14315542	prom	E053	NA
20:14310000-14320000	20:14314925-14315542	prom	E054	NA
20:14310000-14320000	20:14314925-14315542	prom	E067	NA
20:14310000-14320000	20:14314925-14315542	prom	E068	NA
20:14310000-14320000	20:14314925-14315542	prom	E069	NA
20:14310000-14320000	20:14314925-14315542	prom	E070	NA
20:14310000-14320000	20:14314925-14315542	prom	E071	NA
20:14310000-14320000	20:14314925-14315542	prom	E072	NA
20:14310000-14320000	20:14314925-14315542	prom	E073	NA
20:14310000-14320000	20:14314925-14315542	prom	E074	NA
20:14310000-14320000	20:14314925-14315542	prom	E082	NA
20:14310000-14320000	20:14315581-14316145	prom	E054	NA
20:14310000-14320000	20:14315581-14316145	prom	E067	NA
20:14310000-14320000	20:14315581-14316145	prom	E068	NA
20:14310000-14320000	20:14315581-14316145	prom	E069	NA
20:14310000-14320000	20:14315581-14316145	prom	E070	NA
20:14310000-14320000	20:14315581-14316145	prom	E071	NA
20:14310000-14320000	20:14315581-14316145	prom	E072	NA
20:14310000-14320000	20:14315581-14316145	prom	E073	NA
20:14310000-14320000	20:14315581-14316145	prom	E081	NA
20:14310000-14320000	20:14315581-14316145	prom	E082	NA
20:14310000-14320000	20:14316152-14316452	prom	E053	NA
20:14310000-14320000	20:14316152-14316452	prom	E054	NA
20:14310000-14320000	20:14316152-14316452	prom	E067	NA
20:14310000-14320000	20:14316152-14316452	prom	E068	NA
20:14310000-14320000	20:14316152-14316452	prom	E069	NA
20:14310000-14320000	20:14316152-14316452	prom	E070	NA
20:14310000-14320000	20:14316152-14316452	prom	E071	NA
20:14310000-14320000	20:14316152-14316452	prom	E072	NA
20:14310000-14320000	20:14316152-14316452	prom	E073	NA
20:14310000-14320000	20:14316152-14316452	prom	E081	NA
20:14310000-14320000	20:14316152-14316452	prom	E082	NA
20:14310000-14320000	20:14316523-14316609	prom	E053	NA
20:14310000-14320000	20:14316523-14316609	prom	E054	NA
20:14310000-14320000	20:14316523-14316609	prom	E067	NA
20:14310000-14320000	20:14316523-14316609	prom	E068	NA
20:14310000-14320000	20:14316523-14316609	prom	E069	NA
20:14310000-14320000	20:14316523-14316609	prom	E070	NA
20:14310000-14320000	20:14316523-14316609	prom	E071	NA
20:14310000-14320000	20:14316523-14316609	prom	E072	NA
20:14310000-14320000	20:14316523-14316609	prom	E073	NA
20:14310000-14320000	20:14316523-14316609	prom	E081	NA
20:14310000-14320000	20:14316523-14316609	prom	E082	NA
20:14310000-14320000	20:14316629-14316802	prom	E053	NA
20:14310000-14320000	20:14316629-14316802	prom	E054	NA
20:14310000-14320000	20:14316629-14316802	prom	E067	NA
20:14310000-14320000	20:14316629-14316802	prom	E068	NA
20:14310000-14320000	20:14316629-14316802	prom	E069	NA
20:14310000-14320000	20:14316629-14316802	prom	E070	NA
20:14310000-14320000	20:14316629-14316802	prom	E071	NA
20:14310000-14320000	20:14316629-14316802	prom	E072	NA
20:14310000-14320000	20:14316629-14316802	prom	E073	NA
20:14310000-14320000	20:14316629-14316802	prom	E081	NA
20:14310000-14320000	20:14316629-14316802	prom	E082	NA
20:14310000-14320000	20:14316848-14316888	prom	E053	NA
20:14310000-14320000	20:14316848-14316888	prom	E054	NA
20:14310000-14320000	20:14316848-14316888	prom	E067	NA
20:14310000-14320000	20:14316848-14316888	prom	E068	NA
20:14310000-14320000	20:14316848-14316888	prom	E069	NA
20:14310000-14320000	20:14316848-14316888	prom	E070	NA
20:14310000-14320000	20:14316848-14316888	prom	E071	NA
20:14310000-14320000	20:14316848-14316888	prom	E072	NA
20:14310000-14320000	20:14316848-14316888	prom	E073	NA
20:14310000-14320000	20:14316848-14316888	prom	E081	NA
20:14310000-14320000	20:14316848-14316888	prom	E082	NA
20:14310000-14320000	20:14316907-14318813	prom	E053	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E054	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E067	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E068	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E069	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E070	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E071	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E072	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E073	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E074	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E081	ENSG00000125848
20:14310000-14320000	20:14316907-14318813	prom	E082	ENSG00000125848
20:20340000-20350000	20:20342885-20344150	prom	E067	NA
20:20340000-20350000	20:20342885-20344150	prom	E068	NA
20:20340000-20350000	20:20342885-20344150	prom	E070	NA
20:20340000-20350000	20:20342885-20344150	prom	E071	NA
20:20340000-20350000	20:20342885-20344150	prom	E072	NA
20:20340000-20350000	20:20342885-20344150	prom	E082	NA
20:20340000-20350000	20:20347350-20349063	prom	E054	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E067	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E068	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E069	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E070	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E071	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E072	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E073	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E074	ENSG00000173404
20:20340000-20350000	20:20347350-20349063	prom	E082	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E053	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E054	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E067	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E068	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E069	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E070	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E071	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E072	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E073	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E074	ENSG00000173404
20:20340000-20350000	20:20349109-20349422	prom	E082	ENSG00000173404
20:20340000-20350000	20:20349544-20351162	prom	E054	NA
20:20340000-20350000	20:20349544-20351162	prom	E067	NA
20:20340000-20350000	20:20349544-20351162	prom	E068	NA
20:20340000-20350000	20:20349544-20351162	prom	E069	NA
20:20340000-20350000	20:20349544-20351162	prom	E070	NA
20:20340000-20350000	20:20349544-20351162	prom	E071	NA
20:20340000-20350000	20:20349544-20351162	prom	E072	NA
20:20340000-20350000	20:20349544-20351162	prom	E073	NA
20:20340000-20350000	20:20349544-20351162	prom	E074	NA
20:20340000-20350000	20:20349544-20351162	prom	E081	NA
20:20340000-20350000	20:20349544-20351162	prom	E082	NA
20:20350000-20360000	20:20349544-20351162	prom	E054	NA
20:20350000-20360000	20:20349544-20351162	prom	E067	NA
20:20350000-20360000	20:20349544-20351162	prom	E068	NA
20:20350000-20360000	20:20349544-20351162	prom	E069	NA
20:20350000-20360000	20:20349544-20351162	prom	E070	NA
20:20350000-20360000	20:20349544-20351162	prom	E071	NA
20:20350000-20360000	20:20349544-20351162	prom	E072	NA
20:20350000-20360000	20:20349544-20351162	prom	E073	NA
20:20350000-20360000	20:20349544-20351162	prom	E074	NA
20:20350000-20360000	20:20349544-20351162	prom	E081	NA
20:20350000-20360000	20:20349544-20351162	prom	E082	NA
20:20350000-20360000	20:20351258-20351349	prom	E053	NA
20:20350000-20360000	20:20351258-20351349	prom	E054	NA
20:20350000-20360000	20:20351258-20351349	prom	E068	NA
20:20350000-20360000	20:20351258-20351349	prom	E070	NA
20:20350000-20360000	20:20351258-20351349	prom	E072	NA
20:20350000-20360000	20:20351258-20351349	prom	E081	NA
20:20350000-20360000	20:20351258-20351349	prom	E082	NA
20:20350000-20360000	20:20351417-20351467	prom	E053	NA
20:20350000-20360000	20:20351417-20351467	prom	E054	NA
20:20350000-20360000	20:20351417-20351467	prom	E068	NA
20:20350000-20360000	20:20351417-20351467	prom	E070	NA
20:20350000-20360000	20:20351417-20351467	prom	E072	NA
20:20350000-20360000	20:20351417-20351467	prom	E081	NA
20:20350000-20360000	20:20351417-20351467	prom	E082	NA
20:20350000-20360000	20:20351541-20351623	prom	E053	NA
20:20350000-20360000	20:20351541-20351623	prom	E054	NA
20:20350000-20360000	20:20351541-20351623	prom	E068	NA
20:20350000-20360000	20:20351541-20351623	prom	E070	NA
20:20350000-20360000	20:20351541-20351623	prom	E072	NA
20:20350000-20360000	20:20351541-20351623	prom	E081	NA
20:20350000-20360000	20:20351541-20351623	prom	E082	NA
20:20350000-20360000	20:20351684-20352192	prom	E054	NA
20:20350000-20360000	20:20351684-20352192	prom	E068	NA
20:20350000-20360000	20:20351684-20352192	prom	E070	NA
20:20350000-20360000	20:20351684-20352192	prom	E072	NA
20:20350000-20360000	20:20351684-20352192	prom	E081	NA
20:20350000-20360000	20:20351684-20352192	prom	E082	NA
20:21080001-21120000	20:21080369-21081960	prom	E067	NA
20:21080001-21120000	20:21080369-21081960	prom	E068	NA
20:21080001-21120000	20:21080369-21081960	prom	E069	NA
20:21080001-21120000	20:21080369-21081960	prom	E071	NA
20:21080001-21120000	20:21080369-21081960	prom	E072	NA
20:21080001-21120000	20:21080369-21081960	prom	E073	NA
20:21080001-21120000	20:21080369-21081960	prom	E074	NA
20:21080001-21120000	20:21080369-21081960	prom	E082	NA
20:21080001-21120000	20:21082006-21084614	prom	E067	NA
20:21080001-21120000	20:21082006-21084614	prom	E068	NA
20:21080001-21120000	20:21082006-21084614	prom	E069	NA
20:21080001-21120000	20:21082006-21084614	prom	E072	NA
20:21080001-21120000	20:21082006-21084614	prom	E073	NA
20:21080001-21120000	20:21082006-21084614	prom	E074	NA
20:21080001-21120000	20:21082006-21084614	prom	E082	NA
20:21080001-21120000	20:21085984-21086528	prom	E068	NA
20:21080001-21120000	20:21085984-21086528	prom	E069	NA
20:21080001-21120000	20:21085984-21086528	prom	E071	NA
20:21080001-21120000	20:21085984-21086528	prom	E072	NA
20:21080001-21120000	20:21085984-21086528	prom	E073	NA
20:21080001-21120000	20:21085984-21086528	prom	E074	NA
20:21080001-21120000	20:21085984-21086528	prom	E082	NA
20:21080001-21120000	20:21086582-21086975	prom	E068	NA
20:21080001-21120000	20:21086582-21086975	prom	E069	NA
20:21080001-21120000	20:21086582-21086975	prom	E071	NA
20:21080001-21120000	20:21086582-21086975	prom	E072	NA
20:21080001-21120000	20:21086582-21086975	prom	E073	NA
20:21080001-21120000	20:21086582-21086975	prom	E074	NA
20:21080001-21120000	20:21086582-21086975	prom	E082	NA
20:21080001-21120000	20:21087071-21087129	prom	E069	NA
20:21080001-21120000	20:21087071-21087129	prom	E072	NA
20:21080001-21120000	20:21105787-21107757	prom	E053	NA
20:21080001-21120000	20:21105787-21107757	prom	E054	NA
20:21080001-21120000	20:21105787-21107757	prom	E067	NA
20:21080001-21120000	20:21105787-21107757	prom	E068	NA
20:21080001-21120000	20:21105787-21107757	prom	E069	NA
20:21080001-21120000	20:21105787-21107757	prom	E070	NA
20:21080001-21120000	20:21105787-21107757	prom	E071	NA
20:21080001-21120000	20:21105787-21107757	prom	E072	NA
20:21080001-21120000	20:21105787-21107757	prom	E073	NA
20:21080001-21120000	20:21105787-21107757	prom	E074	NA
20:21080001-21120000	20:21105787-21107757	prom	E082	NA
20:21100000-21110000	20:21105787-21107757	prom	E053	NA
20:21100000-21110000	20:21105787-21107757	prom	E054	NA
20:21100000-21110000	20:21105787-21107757	prom	E067	NA
20:21100000-21110000	20:21105787-21107757	prom	E068	NA
20:21100000-21110000	20:21105787-21107757	prom	E069	NA
20:21100000-21110000	20:21105787-21107757	prom	E070	NA
20:21100000-21110000	20:21105787-21107757	prom	E071	NA
20:21100000-21110000	20:21105787-21107757	prom	E072	NA
20:21100000-21110000	20:21105787-21107757	prom	E073	NA
20:21100000-21110000	20:21105787-21107757	prom	E074	NA
20:21100000-21110000	20:21105787-21107757	prom	E082	NA
20:21280000-21290000	20:21282813-21285194	prom	E053	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E054	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E067	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E068	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E069	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E070	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E071	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E072	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E073	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E074	ENSG00000088930
20:21280000-21290000	20:21282813-21285194	prom	E082	ENSG00000088930
20:21280000-21290000	20:21285199-21285332	prom	E053	NA
20:21280000-21290000	20:21285199-21285332	prom	E054	NA
20:21280000-21290000	20:21285199-21285332	prom	E067	NA
20:21280000-21290000	20:21285199-21285332	prom	E068	NA
20:21280000-21290000	20:21285199-21285332	prom	E069	NA
20:21280000-21290000	20:21285199-21285332	prom	E070	NA
20:21280000-21290000	20:21285199-21285332	prom	E071	NA
20:21280000-21290000	20:21285199-21285332	prom	E072	NA
20:21280000-21290000	20:21285199-21285332	prom	E074	NA
20:21280000-21290000	20:21285199-21285332	prom	E081	NA
20:21280000-21290000	20:21285199-21285332	prom	E082	NA
20:21280001-21320000	20:21282813-21285194	prom	E053	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E054	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E067	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E068	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E069	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E070	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E071	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E072	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E073	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E074	ENSG00000088930
20:21280001-21320000	20:21282813-21285194	prom	E082	ENSG00000088930
20:21280001-21320000	20:21285199-21285332	prom	E053	NA
20:21280001-21320000	20:21285199-21285332	prom	E054	NA
20:21280001-21320000	20:21285199-21285332	prom	E067	NA
20:21280001-21320000	20:21285199-21285332	prom	E068	NA
20:21280001-21320000	20:21285199-21285332	prom	E069	NA
20:21280001-21320000	20:21285199-21285332	prom	E070	NA
20:21280001-21320000	20:21285199-21285332	prom	E071	NA
20:21280001-21320000	20:21285199-21285332	prom	E072	NA
20:21280001-21320000	20:21285199-21285332	prom	E074	NA
20:21280001-21320000	20:21285199-21285332	prom	E081	NA
20:21280001-21320000	20:21285199-21285332	prom	E082	NA
20:21360001-21400000	20:21375561-21377450	prom	E054	NA
20:21360001-21400000	20:21375561-21377450	prom	E069	NA
20:21360001-21400000	20:21375561-21377450	prom	E071	NA
20:21360001-21400000	20:21375561-21377450	prom	E072	NA
20:21360001-21400000	20:21377466-21380205	prom	E072	ENSG00000125816
20:21370000-21380000	20:21375561-21377450	prom	E054	NA
20:21370000-21380000	20:21375561-21377450	prom	E069	NA
20:21370000-21380000	20:21375561-21377450	prom	E071	NA
20:21370000-21380000	20:21375561-21377450	prom	E072	NA
20:21370000-21380000	20:21377466-21380205	prom	E072	ENSG00000125816
20:21380000-21390000	20:21377466-21380205	prom	E072	ENSG00000125816
20:21480001-21520000	20:21485634-21487891	prom	E068	NA
20:21480001-21520000	20:21485634-21487891	prom	E069	NA
20:21480001-21520000	20:21490041-21491448	prom	E067	NA
20:21480001-21520000	20:21490041-21491448	prom	E068	NA
20:21480001-21520000	20:21490041-21491448	prom	E069	NA
20:21480001-21520000	20:21490041-21491448	prom	E071	NA
20:21480001-21520000	20:21490041-21491448	prom	E072	NA
20:21480001-21520000	20:21490041-21491448	prom	E073	NA
20:21480001-21520000	20:21490041-21491448	prom	E074	NA
20:21480001-21520000	20:21492534-21493450	prom	E067	NA
