# TOTAL_GENES = 19510
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_glyce...1         SET      48    -0.036479   -0.0018072       0.1301      0.61041 Curated_gene_sets:kegg_glycerolipid_metabolism
Curated_gene_sets:kegg_inosi...          SET      54   -0.0083365  -0.00043798       0.1156      0.52874 Curated_gene_sets:kegg_inositol_phosphate_metabolism
Curated_gene_sets:kegg_glyco...9         SET      25      -0.0644   -0.0023039      0.16322      0.65341 Curated_gene_sets:kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis
Curated_gene_sets:kegg_glyce...2         SET      77     0.041514    0.0026029      0.10177      0.34167 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33      0.10357    0.0042562      0.15241      0.24839 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58     0.037956    0.0020665      0.11908      0.37497 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29     -0.10948    -0.004218      0.17491      0.73432 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19    -0.064228   -0.0020034      0.19942       0.6263 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      39    -0.063763    -0.002848       0.1405      0.67502 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25       0.1356    0.0048509      0.17101      0.21392 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      14      -0.3013   -0.0080685      0.23697      0.89821 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15     0.038881    0.0010777      0.24782      0.43766 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      40     0.091679     0.004147      0.14372      0.26177 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16      0.15507    0.0044392      0.22248       0.2429 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32     0.024627   0.00099656      0.16107      0.43924 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      34      0.18308    0.0076361      0.16007      0.12638 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17      0.11821    0.0034879      0.21992      0.29547 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      16      -0.1763   -0.0050469       0.2223      0.78613 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24      0.23753    0.0083259       0.1752     0.087594 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16      0.20906    0.0059846       0.2256      0.17705 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11      0.68899     0.016356      0.30005     0.010836 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      63     -0.14552   -0.0082561      0.13356      0.86204 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      41      0.11265    0.0051586      0.14302      0.21546 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15      0.10385    0.0028784      0.20787      0.30869 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10     0.072917    0.0016504      0.30086      0.40425 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      23     0.016991   0.00058306      0.17697      0.46176 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11       0.1417    0.0033638      0.25504      0.28925 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      41    -0.019974  -0.00091472      0.12002      0.56609 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      67      -0.1068    -0.006248      0.13534      0.78498 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      69     -0.16487   -0.0097876      0.13613      0.88707 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51    -0.081947   -0.0041844      0.14433       0.7149 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      21     -0.17822    -0.005844       0.1879      0.82855 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      45     -0.32665     -0.01567      0.14055      0.98993 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      82     -0.07073   -0.0045759      0.09097      0.78156 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      57    -0.085566   -0.0046184       0.1065      0.78913 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      27     0.081767    0.0030398      0.14335      0.28421 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      33     -0.18375   -0.0075508      0.15037      0.88914 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      36      0.11014    0.0047269      0.14073      0.21693 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     124     0.071452    0.0056783     0.068707      0.14919 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      47      0.15553    0.0076249      0.12387      0.10463 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     0.019979   0.00068558      0.16238      0.45104 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      69     0.040473    0.0024027      0.10274      0.34681 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      33     0.022269   0.00091509      0.13773      0.43578 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      43     0.094528     0.004433      0.12707      0.22846 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      23     0.054901     0.001884      0.17681      0.37809 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      29     -0.27423    -0.010565      0.15865      0.95805 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13     -0.21366   -0.0055136       0.2249      0.82895 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     264     0.056883    0.0065722     0.056691      0.15784 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      88    0.0065657   0.00043997      0.10069      0.47401 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     176      0.03081    0.0029132     0.069078      0.32779 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     254    -0.023696   -0.0026861     0.062007      0.64882 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     185    -0.028616   -0.0027733     0.066472      0.66658 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      77     -0.11278   -0.0070713      0.10199      0.86557 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     266      -0.0428   -0.0049635     0.059715      0.76323 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     124     -0.10284    -0.008173     0.077417      0.90797 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     112      0.12812    0.0096795     0.083116     0.061613 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      68     -0.25525    -0.015043       0.1083      0.99078 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     133    -0.070463   -0.0057981     0.073804      0.83014 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36     -0.19976   -0.0085731      0.13886      0.92485 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      33      0.14994    0.0061616      0.16646      0.18387 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     123      -0.1105   -0.0087461     0.077049      0.92422 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     180    -0.097068   -0.0092807     0.067646      0.92434 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      78    -0.059594   -0.0037606     0.091582      0.74238 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      53     0.086737    0.0045148      0.12365      0.24151 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      86     -0.10208   -0.0067626     0.096606      0.85466 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      72     0.043834     0.002658      0.10715      0.34124 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     115      0.05762    0.0044108     0.085184      0.24939 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     149    -0.010152  -0.00088381     0.074857      0.55394 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      24    0.0084308   0.00029552      0.19713      0.48294 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      47     0.020824    0.0010209       0.1236       0.4331 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      56     0.048073    0.0025719      0.12476         0.35 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      85    -0.044652   -0.0029409      0.09937      0.67341 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     129    -0.088563   -0.0071778     0.081171      0.86237 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77     0.094587    0.0059306      0.10127      0.17516 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     200    0.0095811   0.00096511     0.065853      0.44216 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      84    -0.081894   -0.0053621      0.10345      0.78571 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     128    -0.083251   -0.0067212     0.088019      0.82788 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      72    -0.078238   -0.0047442      0.10775      0.76612 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     131     -0.14775    -0.012066     0.079813      0.96792 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      90     0.058577    0.0039694      0.10171      0.28234 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      69      0.11132    0.0066085      0.11106       0.1581 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      80    -0.024679   -0.0015771      0.11089      0.58806 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      18     0.022671   0.00068831      0.20071      0.45503 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET     104      0.18838     0.013717     0.090965     0.019191 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      62      0.03948    0.0022221      0.11328      0.36373 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      68     0.086195      0.00508      0.10637      0.20888 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      53     0.071101    0.0037009      0.11439      0.26712 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     148     -0.12382    -0.010744     0.078782      0.94198 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      82     -0.10126   -0.0065509      0.10535      0.83176 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     132    -0.063344   -0.0051928     0.086425       0.7682 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     107     -0.10447   -0.0077159     0.085504      0.88911 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      75    -0.038081   -0.0023566      0.10525      0.64125 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      80    0.0060457   0.00038635      0.10182      0.47633 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      96     0.088006    0.0061583     0.089008       0.1614 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     114    -0.045713   -0.0034842     0.086841      0.70069 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      44     0.075744    0.0035931      0.13888      0.29274 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13    -0.053885   -0.0013905        0.259      0.58241 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      70     0.076655    0.0045834      0.10796      0.23884 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     126     0.014627    0.0011717     0.080858      0.42823 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      70     0.091179    0.0054519      0.11356      0.21101 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     360     -0.11857    -0.015958     0.063906      0.96823 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      51      0.23609     0.012055      0.13739     0.042876 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     209  -0.00045086  -4.6415e-05     0.062338      0.50289 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     137     0.060384    0.0050424      0.07554      0.21204 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET     101     0.056614    0.0040629     0.093204      0.27179 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      86      0.12123    0.0080316     0.094665      0.10016 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET     101      0.01157   0.00083032     0.092174      0.45006 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      66     0.047515     0.002759      0.10521      0.32578 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      47     0.088331    0.0043303      0.13769       0.2606 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      41     -0.13237   -0.0060618        0.158      0.79892 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25      0.52092     0.018636      0.18317     0.002231 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      43     0.013065   0.00061269      0.14782      0.46479 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      43     0.083792    0.0039295      0.13141      0.26185 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      24      0.13572    0.0047572      0.18655      0.23346 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     158     0.079229    0.0071011     0.068447      0.12354 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     114     0.096697    0.0073701     0.077408       0.1058 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      52    -0.029601   -0.0015262      0.12044      0.59707 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     171     0.052169    0.0048628     0.065028       0.2112 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      35      0.37028      0.01567      0.15783    0.0094912 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      54     -0.15018   -0.0078901      0.12135      0.89205 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      67     -0.14946   -0.0087437       0.1067      0.91935 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      56    -0.022705   -0.0012147      0.11336      0.57937 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      69      0.08184    0.0048585      0.12127      0.24988 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     324    -0.037921   -0.0048462     0.052035      0.76692 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      63     0.060279    0.0034199      0.12422      0.31374 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      71    0.0086181   0.00051896      0.11237      0.46943 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      71    -0.028824   -0.0017357      0.10908      0.60421 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      53       0.0356     0.001853      0.12488       0.3878 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      66    -0.070768   -0.0041092      0.11217      0.73595 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      89    -0.033173   -0.0022354     0.096564       0.6344 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      29     -0.12704   -0.0048942      0.17017      0.77232 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      55    -0.012619  -0.00066906      0.12476      0.54028 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      71    -0.055285   -0.0033291      0.11185      0.68945 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      42     -0.13004   -0.0060271      0.13314      0.83563 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      74    -0.083976   -0.0051621        0.106      0.78587 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      58     0.019601    0.0010672      0.12401      0.43721 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      85    -0.039051   -0.0025721     0.093366      0.66212 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      55    -0.055271   -0.0029305      0.11814      0.68004 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      27     0.093514    0.0034765      0.18737      0.30887 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      48     -0.18211   -0.0090221      0.14744       0.8916 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET     111     0.079474    0.0059776      0.09855         0.21 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      34    -0.093456   -0.0038981       0.1756      0.70271 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      36    -0.051078   -0.0021921       0.1751      0.61475 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      34     -0.24048     -0.01003      0.15701      0.93718 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      84    -0.032231   -0.0021104      0.10119      0.62495 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      73    -0.011604  -0.00070848      0.11483      0.54024 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      90    0.0094402   0.00063971     0.098789      0.46194 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      67    -0.090977   -0.0053224      0.12418      0.76811 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      15     -0.19946   -0.0055285      0.22632      0.81092 Curated_gene_sets:biocarta_rela_pathway
